Table No.,ICSD No.,Space Group,Struct.formula,,元素1,元素1数,族1,周期1,,元素2,元素2数,族2,周期2,晶系,,
221,187479,P m -3 m,U Rh3,U,U,1,3,7,Rh3,Rh,3,9,5,Cubic,,
221,189944,P m -3 m,Zr Co,Zr,Zr,1,4,5,Co,Co,1,9,4,Cubic,,
221,190092,P m -3 m,Y Ag,Y,Y,1,3,5,Ag,Ag,1,11,5,Cubic,,
221,190196,P m -3 m,Pr Ag,Pr,Pr,1,3,6,Ag,Ag,1,11,5,Cubic,,
221,191109,P m -3 m,Ni1.16 Al0.84,Ni1.16,Ni,1.16,10,4,Al0.84,Al,0.84,13,3,Cubic,,
221,191111,P m -3 m,Ni0.89 Al,Ni0.89,Ni,0.89,10,4,Al,Al,1,13,3,Cubic,,
221,191112,P m -3 m,Ni Ga,Ni,Ni,1,10,4,Ga,Ga,1,13,4,Cubic,,
221,247134,P m -3 m,Sr Hg11,Sr,Sr,1,2,5,Hg11,Hg,11,12,6,Cubic,,
221,247193,P m -3 m,In Pd3,In,In,1,13,5,Pd3,Pd,3,10,5,Cubic,,
221,106924,P m -3 m,Np3 Al,Np3,Np,3,3,7,Al,Al,1,13,3,Cubic,,
221,106925,P m -3 m,Np3 In,Np3,Np,3,3,7,In,In,1,13,5,Cubic,,
221,107019,P m -3 m,La3 In,La3,La,3,3,6,In,In,1,13,5,Cubic,,
221,107436,P m -3 m,Al1.16 Pt2.84,Al1.16,Al,1.16,13,3,Pt2.84,Pt,2.84,10,6,Cubic,,
221,107574,P m -3 m,Rh Zn,Rh,Rh,1,9,5,Zn,Zn,1,12,4,Cubic,,
221,57109,P m -3 m,Np Ge3,Np,Np,1,3,7,Ge3,Ge,3,14,4,Cubic,,
221,105496,P m -3 m,Np3 Sn,Np3,Np,3,3,7,Sn,Sn,1,14,5,Cubic,,
221,55547,P m -3 m,Zr Pd,Zr,Zr,1,4,5,Pd,Pd,1,10,5,Cubic,,
221,241004,P m -3 m,B6 Ce,B6,B,6,13,2,Ce,Ce,1,3,6,Cubic,,
221,193098,P m -3 m,Yb Ge2.85,Yb,Yb,1,3,6,Ge2.85,Ge,2.85,14,4,Cubic,,
221,193099,P m -3 m,Tb Ge2.85,Tb,Tb,1,3,6,Ge2.85,Ge,2.85,14,4,Cubic,,
221,193100,P m -3 m,Dy Ge2.85,Dy,Dy,1,3,6,Ge2.85,Ge,2.85,14,4,Cubic,,
221,5116,P m -3 m,Fe3 Ni,Fe3,Fe,3,8,4,Ni,Ni,1,10,4,Cubic,,
221,193569,P m -3 m,Mg Ni3,Mg,Mg,1,2,3,Ni3,Ni,3,10,4,Cubic,,
221,290710,P m -3 m,Sc N,Sc,Sc,1,3,4,N,N,1,15,2,Cubic,,t
221,290712,P m -3 m,Y N,Y,Y,1,3,5,N,N,1,15,2,Cubic,,t
221,290714,P m -3 m,La N,La,La,1,3,6,N,N,1,15,2,Cubic,,t
221,290715,P m -3 m,Th C,Th,Th,1,3,7,C,C,1,14,2,Cubic,,t
221,290935,P m -3 m,Os Hf,Os,Os,1,8,6,Hf,Hf,1,4,6,Cubic,,t
221,55903,P m -3 m,Cm Pt3,Cm,Cm,1,3,7,Pt3,Pt,3,10,6,Cubic,,t
221,55906,P m -3 m,Cm Ir3,Cm,Cm,1,3,7,Ir3,Ir,3,9,6,Cubic,,t
221,155839,P m -3 m,Fe Co,Fe,Fe,1,8,4,Co,Co,1,9,4,Cubic,,t
221,155840,P m -3 m,Fe9 Co7,Fe9,Fe,9,8,4,Co7,Co,7,9,4,Cubic,,t
221,155846,P m -3 m,Fe15 Co,Fe15,Fe,15,8,4,Co,Co,1,9,4,Cubic,,t
221,157504,P m -3 m,Sc P,Sc,Sc,1,3,4,P,P,1,15,3,Cubic,,t
221,157506,P m -3 m,Sc As,Sc,Sc,1,3,4,As,As,1,15,4,Cubic,,t
221,157508,P m -3 m,Sc Sb,Sc,Sc,1,3,4,Sb,Sb,1,15,5,Cubic,,t
221,157517,P m -3 m,Pu3 Ge,Pu3,Pu,3,3,7,Ge,Ge,1,14,4,Cubic,,t
221,157518,P m -3 m,Pu3 Sn,Pu3,Pu,3,3,7,Sn,Sn,1,14,5,Cubic,,t
221,157519,P m -3 m,Pu3 Pb,Pu3,Pu,3,3,7,Pb,Pb,1,14,6,Cubic,,t
221,157522,P m -3 m,Pu Pb3,Pu,Pu,1,3,7,Pb3,Pb,3,14,6,Cubic,,t
221,159440,P m -3 m,Mo N,Mo,Mo,1,6,5,N,N,1,15,2,Cubic,,t
221,160145,P m -3 m,Y P,Y,Y,1,3,5,P,P,1,15,3,Cubic,,t
221,160147,P m -3 m,Y As,Y,Y,1,3,5,As,As,1,15,4,Cubic,,t
221,161739,P m -3 m,Mg La,Mg,Mg,1,2,3,La,La,1,3,6,Cubic,,t
221,161740,P m -3 m,Mg Ce,Mg,Mg,1,2,3,Ce,Ce,1,3,6,Cubic,,t
221,161743,P m -3 m,Mg Pm,Mg,Mg,1,2,3,Pm,Pm,1,3,6,Cubic,,t
221,161745,P m -3 m,Mg Eu,Mg,Mg,1,2,3,Eu,Eu,1,3,6,Cubic,,t
221,161746,P m -3 m,Mg Gd,Mg,Mg,1,2,3,Gd,Gd,1,3,6,Cubic,,t
221,161748,P m -3 m,Mg Dy,Mg,Mg,1,2,3,Dy,Dy,1,3,6,Cubic,,t
221,161749,P m -3 m,Mg Ho,Mg,Mg,1,2,3,Ho,Ho,1,3,6,Cubic,,t
221,161750,P m -3 m,Mg Er,Mg,Mg,1,2,3,Er,Er,1,3,6,Cubic,,t
221,161752,P m -3 m,Mg Yb,Mg,Mg,1,2,3,Yb,Yb,1,3,6,Cubic,,t
221,161753,P m -3 m,Mg Lu,Mg,Mg,1,2,3,Lu,Lu,1,3,6,Cubic,,t
221,162605,P m -3 m,Hg Te,Hg,Hg,1,12,6,Te,Te,1,16,5,Cubic,,t
221,163382,P m -3 m,Zn O,Zn,Zn,1,12,4,O,O,1,16,2,Cubic,,t
221,165127,P m -3 m,U Bi,U,U,1,3,7,Bi,Bi,1,15,6,Cubic,,t
221,165129,P m -3 m,Cm Bi,Cm,Cm,1,3,7,Bi,Bi,1,15,6,Cubic,,t
221,167594,P m -3 m,Zr Cu,Zr,Zr,1,4,5,Cu,Cu,1,11,4,Cubic,,t
221,167646,P m -3 m,Ti Pd,Ti,Ti,1,4,4,Pd,Pd,1,10,5,Cubic,,t
221,167655,P m -3 m,Ti Pd3,Ti,Ti,1,4,4,Pd3,Pd,3,10,5,Cubic,,t
221,167759,P m -3 m,Er N,Er,Er,1,3,6,N,N,1,15,2,Cubic,,t
221,167761,P m -3 m,Er P,Er,Er,1,3,6,P,P,1,15,3,Cubic,,t
221,167763,P m -3 m,Er As,Er,Er,1,3,6,As,As,1,15,4,Cubic,,t
221,167812,P m -3 m,Al3 V,Al3,Al,3,13,3,V,V,1,5,4,Cubic,,t
221,167814,P m -3 m,Al3 Ti,Al3,Al,3,13,3,Ti,Ti,1,4,4,Cubic,,t
221,168642,P m -3 m,Pr N,Pr,Pr,1,3,6,N,N,1,15,2,Cubic,,t
221,168900,P m -3 m,Tc B,Tc,Tc,1,7,5,B,B,1,13,2,Cubic,,t
221,169396,P m -3 m,Pd N,Pd,Pd,1,10,5,N,N,1,15,2,Cubic,,t
221,180872,P m -3 m,Au3 Pd,Au3,Au,3,11,6,Pd,Pd,1,10,5,Cubic,,t
221,180876,P m -3 m,Au Pd3,Au,Au,1,11,6,Pd3,Pd,3,10,5,Cubic,,t
221,181048,P m -3 m,Sc C,Sc,Sc,1,3,4,C,C,1,14,2,Cubic,,t
221,181050,P m -3 m,Y C,Y,Y,1,3,5,C,C,1,14,2,Cubic,,t
221,181095,P m -3 m,Zr C,Zr,Zr,1,4,5,C,C,1,14,2,Cubic,,t
221,181144,P m -3 m,Zr N,Zr,Zr,1,4,5,N,N,1,15,2,Cubic,,t
221,181160,P m -3 m,Al Nd,Al,Al,1,13,3,Nd,Nd,1,3,6,Cubic,,t
221,181161,P m -3 m,Al Tb,Al,Al,1,13,3,Tb,Tb,1,3,6,Cubic,,t
221,181275,P m -3 m,Sr O,Sr,Sr,1,2,5,O,O,1,16,2,Cubic,,t
221,181289,P m -3 m,Zr Ru,Zr,Zr,1,4,5,Ru,Ru,1,8,5,Cubic,,t
221,181290,P m -3 m,Zr Zn,Zr,Zr,1,4,5,Zn,Zn,1,12,4,Cubic,,t
221,181298,P m -3 m,Re N,Re,Re,1,7,6,N,N,1,15,2,Cubic,,t
221,181910,P m -3 m,Al Cu3,Al,Al,1,13,3,Cu3,Cu,3,11,4,Cubic,,t
221,183155,P m -3 m,Ir N,Ir,Ir,1,9,6,N,N,1,15,2,Cubic,,t
221,183129,P m -3 m,Np N,Np,Np,1,3,7,N,N,1,15,2,Cubic,,t
221,183416,P m -3 m,Ti N,Ti,Ti,1,4,4,N,N,1,15,2,Cubic,,t
221,183420,P m -3 m,Hf N,Hf,Hf,1,4,6,N,N,1,15,2,Cubic,,t
221,183422,P m -3 m,V N,V,V,1,5,4,N,N,1,15,2,Cubic,,t
221,183424,P m -3 m,Nb N,Nb,Nb,1,5,5,N,N,1,15,2,Cubic,,t
221,183426,P m -3 m,Ta N,Ta,Ta,1,5,6,N,N,1,15,2,Cubic,,t
221,183951,P m -3 m,La S,La,La,1,3,6,S,S,1,16,3,Cubic,,t
221,183952,P m -3 m,La Se,La,La,1,3,6,Se,Se,1,16,4,Cubic,,t
221,183953,P m -3 m,La Te,La,La,1,3,6,Te,Te,1,16,5,Cubic,,t
221,183954,P m -3 m,Ce S,Ce,Ce,1,3,6,S,S,1,16,3,Cubic,,t
221,183955,P m -3 m,Ce Se,Ce,Ce,1,3,6,Se,Se,1,16,4,Cubic,,t
221,183956,P m -3 m,Ce Te,Ce,Ce,1,3,6,Te,Te,1,16,5,Cubic,,t
221,183957,P m -3 m,Eu S,Eu,Eu,1,3,6,S,S,1,16,3,Cubic,,t
221,183958,P m -3 m,Eu Se,Eu,Eu,1,3,6,Se,Se,1,16,4,Cubic,,t
221,185499,P m -3 m,Y Sb,Y,Y,1,3,5,Sb,Sb,1,15,5,Cubic,,t
221,185630,P m -3 m,Hf Pd,Hf,Hf,1,4,6,Pd,Pd,1,10,5,Cubic,,t
221,185632,P m -3 m,Hf Ir,Hf,Hf,1,4,6,Ir,Ir,1,9,6,Cubic,,t
221,185635,P m -3 m,Ti Ru3,Ti,Ti,1,4,4,Ru3,Ru,3,8,5,Cubic,,t
221,185636,P m -3 m,Ti Rh3,Ti,Ti,1,4,4,Rh3,Rh,3,9,5,Cubic,,t
221,185638,P m -3 m,Ti Os3,Ti,Ti,1,4,4,Os3,Os,3,8,6,Cubic,,t
221,185639,P m -3 m,Ti Ir3,Ti,Ti,1,4,4,Ir3,Ir,3,9,6,Cubic,,t
221,185640,P m -3 m,Ti Pt3,Ti,Ti,1,4,4,Pt3,Pt,3,10,6,Cubic,,t
221,185641,P m -3 m,Zr Ru3,Zr,Zr,1,4,5,Ru3,Ru,3,8,5,Cubic,,t
221,185642,P m -3 m,Zr Rh3,Zr,Zr,1,4,5,Rh3,Rh,3,9,5,Cubic,,t
221,185643,P m -3 m,Zr Pd3,Zr,Zr,1,4,5,Pd3,Pd,3,10,5,Cubic,,t
221,185644,P m -3 m,Zr Os3,Zr,Zr,1,4,5,Os3,Os,3,8,6,Cubic,,t
221,185645,P m -3 m,Zr Ir3,Zr,Zr,1,4,5,Ir3,Ir,3,9,6,Cubic,,t
221,185646,P m -3 m,Zr Pt3,Zr,Zr,1,4,5,Pt3,Pt,3,10,6,Cubic,,t
221,185647,P m -3 m,Hf Ru3,Hf,Hf,1,4,6,Ru3,Ru,3,8,5,Cubic,,t
221,185649,P m -3 m,Hf Pd3,Hf,Hf,1,4,6,Pd3,Pd,3,10,5,Cubic,,t
221,185650,P m -3 m,Hf Os3,Hf,Hf,1,4,6,Os3,Os,3,8,6,Cubic,,t
221,185652,P m -3 m,Hf Pt3,Hf,Hf,1,4,6,Pt3,Pt,3,10,6,Cubic,,t
221,185892,P m -3 m,Al0.825 Cu3,Al0.825,Al,0.825,13,3,Cu3,Cu,3,11,4,Cubic,,t
221,185894,P m -3 m,Al0.825 Ni3,Al0.825,Al,0.825,13,3,Ni3,Ni,3,10,4,Cubic,,t
221,185974,P m -3 m,C3 N2,C3,C,3,14,2,N2,N,2,15,2,Cubic,,t
221,185985,P m -3 m,Hf C,Hf,Hf,1,4,6,C,C,1,14,2,Cubic,,t
221,185986,P m -3 m,Ta C,Ta,Ta,1,5,6,C,C,1,14,2,Cubic,,t
221,185987,P m -3 m,W C,W,W,1,6,6,C,C,1,14,2,Cubic,,t
221,185988,P m -3 m,Re C,Re,Re,1,7,6,C,C,1,14,2,Cubic,,t
221,185989,P m -3 m,Os C,Os,Os,1,8,6,C,C,1,14,2,Cubic,,t
221,185990,P m -3 m,Ir C,Ir,Ir,1,9,6,C,C,1,14,2,Cubic,,t
221,185991,P m -3 m,Pt C,Pt,Pt,1,10,6,C,C,1,14,2,Cubic,,t
221,186410,P m -3 m,Pd Zr,Pd,Pd,1,10,5,Zr,Zr,1,4,5,Cubic,,t
221,186646,P m -3 m,Ce Cd,Ce,Ce,1,3,6,Cd,Cd,1,12,5,Cubic,,t
221,186647,P m -3 m,La Cd,La,La,1,3,6,Cd,Cd,1,12,5,Cubic,,t
221,186648,P m -3 m,Pr Cd,Pr,Pr,1,3,6,Cd,Cd,1,12,5,Cubic,,t
221,186649,P m -3 m,Nd Cd,Nd,Nd,1,3,6,Cd,Cd,1,12,5,Cubic,,t
221,186891,P m -3 m,Cd N,Cd,Cd,1,12,5,N,N,1,15,2,Cubic,,t
221,187146,P m -3 m,Fe H3,Fe,Fe,1,8,4,H3,H,3,1,1,Cubic,,t
221,187256,P m -3 m,Mg Ni,Mg,Mg,1,2,3,Ni,Ni,1,10,4,Cubic,,t
221,187360,P m -3 m,Ho N,Ho,Ho,1,3,6,N,N,1,15,2,Cubic,,t
221,187362,P m -3 m,Ho P,Ho,Ho,1,3,6,P,P,1,15,3,Cubic,,t
221,187364,P m -3 m,Ho As,Ho,Ho,1,3,6,As,As,1,15,4,Cubic,,t
221,187366,P m -3 m,Ho Bi,Ho,Ho,1,3,6,Bi,Bi,1,15,6,Cubic,,t
221,187511,P m -3 m,Bi Pr,Bi,Bi,1,15,6,Pr,Pr,1,3,6,Cubic,,t
221,187519,P m -3 m,Dy P,Dy,Dy,1,3,6,P,P,1,15,3,Cubic,,t
221,187521,P m -3 m,Dy As,Dy,Dy,1,3,6,As,As,1,15,4,Cubic,,t
221,187707,P m -3 m,Tc N,Tc,Tc,1,7,5,N,N,1,15,2,Cubic,,t
221,187716,P m -3 m,Os N,Os,Os,1,8,6,N,N,1,15,2,Cubic,,t
221,187962,P m -3 m,Co3 Al,Co3,Co,3,9,4,Al,Al,1,13,3,Cubic,,t
221,187963,P m -3 m,Co3 W,Co3,Co,3,9,4,W,W,1,6,6,Cubic,,t
221,187965,P m -3 m,Co3 V,Co3,Co,3,9,4,V,V,1,5,4,Cubic,,t
221,187966,P m -3 m,Co3 Nb,Co3,Co,3,9,4,Nb,Nb,1,5,5,Cubic,,t
221,187968,P m -3 m,Co3 Cr,Co3,Co,3,9,4,Cr,Cr,1,6,4,Cubic,,t
221,187969,P m -3 m,Co3 Mo,Co3,Co,3,9,4,Mo,Mo,1,6,5,Cubic,,t
221,187970,P m -3 m,Co3 Mn,Co3,Co,3,9,4,Mn,Mn,1,7,4,Cubic,,t
221,187971,P m -3 m,Co3 Fe,Co3,Co,3,9,4,Fe,Fe,1,8,4,Cubic,,t
221,187972,P m -3 m,Co3 Ni,Co3,Co,3,9,4,Ni,Ni,1,10,4,Cubic,,t
221,187973,P m -3 m,Co Al,Co,Co,1,9,4,Al,Al,1,13,3,Cubic,,t
221,187974,P m -3 m,Co W,Co,Co,1,9,4,W,W,1,6,6,Cubic,,t
221,187976,P m -3 m,Co V,Co,Co,1,9,4,V,V,1,5,4,Cubic,,t
221,187977,P m -3 m,Co Nb,Co,Co,1,9,4,Nb,Nb,1,5,5,Cubic,,t
221,187978,P m -3 m,Co Ta,Co,Co,1,9,4,Ta,Ta,1,5,6,Cubic,,t
221,187979,P m -3 m,Co Cr,Co,Co,1,9,4,Cr,Cr,1,6,4,Cubic,,t
221,187980,P m -3 m,Co Mo,Co,Co,1,9,4,Mo,Mo,1,6,5,Cubic,,t
221,187981,P m -3 m,Co Mn,Co,Co,1,9,4,Mn,Mn,1,7,4,Cubic,,t
221,187983,P m -3 m,Co Ni,Co,Co,1,9,4,Ni,Ni,1,10,4,Cubic,,t
221,188181,P m -3 m,Y Cd,Y,Y,1,3,5,Cd,Cd,1,12,5,Cubic,,t
221,188182,P m -3 m,Y Au,Y,Y,1,3,5,Au,Au,1,11,6,Cubic,,t
221,188183,P m -3 m,Y Hg,Y,Y,1,3,5,Hg,Hg,1,12,6,Cubic,,t
221,188184,P m -3 m,Y Ti,Y,Y,1,3,5,Ti,Ti,1,4,4,Cubic,,t
221,188185,P m -3 m,Y In,Y,Y,1,3,5,In,In,1,13,5,Cubic,,t
221,188226,P m -3 m,Nb3 Ni,Nb3,Nb,3,5,5,Ni,Ni,1,10,4,Cubic,,t
221,188227,P m -3 m,Nb3 Fe,Nb3,Nb,3,5,5,Fe,Fe,1,8,4,Cubic,,t
221,188228,P m -3 m,Nb3 Cr,Nb3,Nb,3,5,5,Cr,Cr,1,6,4,Cubic,,t
221,188229,P m -3 m,Ni3 Nb,Ni3,Ni,3,10,4,Nb,Nb,1,5,5,Cubic,,t
221,188231,P m -3 m,Ni3 Cr,Ni3,Ni,3,10,4,Cr,Cr,1,6,4,Cubic,,t
221,188232,P m -3 m,Fe3 Nb,Fe3,Fe,3,8,4,Nb,Nb,1,5,5,Cubic,,t
221,188234,P m -3 m,Fe3 Cr,Fe3,Fe,3,8,4,Cr,Cr,1,6,4,Cubic,,t
221,188235,P m -3 m,Cr3 Nb,Cr3,Cr,3,6,4,Nb,Nb,1,5,5,Cubic,,t
221,188236,P m -3 m,Cr3 Ni,Cr3,Cr,3,6,4,Ni,Ni,1,10,4,Cubic,,t
221,188237,P m -3 m,Cr3 Fe,Cr3,Cr,3,6,4,Fe,Fe,1,8,4,Cubic,,t
221,189090,P m -3 m,Nb C,Nb,Nb,1,5,5,C,C,1,14,2,Cubic,,t
221,190914,P m -3 m,Ge Te,Ge,Ge,1,14,4,Te,Te,1,16,5,Cubic,,t
221,190979,P m -3 m,Ho Cu,Ho,Ho,1,3,6,Cu,Cu,1,11,4,Cubic,,t
221,191064,P m -3 m,Cm N,Cm,Cm,1,3,7,N,N,1,15,2,Cubic,,t
221,191066,P m -3 m,Cm P,Cm,Cm,1,3,7,P,P,1,15,3,Cubic,,t
221,191068,P m -3 m,Cm As,Cm,Cm,1,3,7,As,As,1,15,4,Cubic,,t
221,191073,P m -3 m,La In3,La,La,1,3,6,In3,In,3,13,5,Cubic,,t
221,191087,P m -3 m,Pu Bi,Pu,Pu,1,3,7,Bi,Bi,1,15,6,Cubic,,t
221,191089,P m -3 m,Am Bi,Am,Am,1,3,7,Bi,Bi,1,15,6,Cubic,,t
221,191170,P m -3 m,Mn Sn,Mn,Mn,1,7,4,Sn,Sn,1,14,5,Cubic,,t
221,191174,P m -3 m,Mn Sb,Mn,Mn,1,7,4,Sb,Sb,1,15,5,Cubic,,t
221,191185,P m -3 m,Pt3 Al,Pt3,Pt,3,10,6,Al,Al,1,13,3,Cubic,,t
221,191231,P m -3 m,Pd3 N,Pd3,Pd,3,10,5,N,N,1,15,2,Cubic,,t
221,247448,P m -3 m,Sc Al3,Sc,Sc,1,3,4,Al3,Al,3,13,3,Cubic,,t
221,247647,P m -3 m,Lu Sb,Lu,Lu,1,3,6,Sb,Sb,1,15,5,Cubic,,t
221,247648,P m -3 m,Lu As,Lu,Lu,1,3,6,As,As,1,15,4,Cubic,,t
221,261354,P m -3 m,Na H,Na,Na,1,1,3,H,H,1,1,1,Cubic,,t
221,236554,P m -3 m,Nd N,Nd,Nd,1,3,6,N,N,1,15,2,Cubic,,t
221,248386,P m -3 m,Mg O,Mg,Mg,1,2,3,O,O,1,16,2,Cubic,,t
221,236825,P m -3 m,Cr N,Cr,Cr,1,6,4,N,N,1,15,2,Cubic,,t
221,236827,P m -3 m,Mn N,Mn,Mn,1,7,4,N,N,1,15,2,Cubic,,t
221,236829,P m -3 m,Fe N,Fe,Fe,1,8,4,N,N,1,15,2,Cubic,,t
221,236831,P m -3 m,Co N,Co,Co,1,9,4,N,N,1,15,2,Cubic,,t
221,236833,P m -3 m,Ni N,Ni,Ni,1,10,4,N,N,1,15,2,Cubic,,t
221,236835,P m -3 m,Cu N,Cu,Cu,1,11,4,N,N,1,15,2,Cubic,,t
221,236837,P m -3 m,Zn N,Zn,Zn,1,12,4,N,N,1,15,2,Cubic,,t
221,248537,P m -3 m,Hf Al3,Hf,Hf,1,4,6,Al3,Al,3,13,3,Cubic,,t
221,236981,P m -3 m,Dy Sb,Dy,Dy,1,3,6,Sb,Sb,1,15,5,Cubic,,t
221,236982,P m -3 m,Ho Sb,Ho,Ho,1,3,6,Sb,Sb,1,15,5,Cubic,,t
221,236983,P m -3 m,Er Sb,Er,Er,1,3,6,Sb,Sb,1,15,5,Cubic,,t
221,236984,P m -3 m,Tm Sb,Tm,Tm,1,3,6,Sb,Sb,1,15,5,Cubic,,t
221,192029,P m -3 m,Zr Al3,Zr,Zr,1,4,5,Al3,Al,3,13,3,Cubic,,t
221,670252,P m -3 m,La Hg,La,La,1,3,6,Hg,Hg,1,12,6,Cubic,,t
221,670253,P m -3 m,Sc Cd,Sc,Sc,1,3,4,Cd,Cd,1,12,5,Cubic,,t
221,670254,P m -3 m,Sc Hg,Sc,Sc,1,3,4,Hg,Hg,1,12,6,Cubic,,t
221,670255,P m -3 m,Yb Cd,Yb,Yb,1,3,6,Cd,Cd,1,12,5,Cubic,,t
221,670256,P m -3 m,Yb Hg,Yb,Yb,1,3,6,Hg,Hg,1,12,6,Cubic,,t
221,670263,P m -3 m,W N,W,W,1,6,6,N,N,1,15,2,Cubic,,t
221,670269,P m -3 m,Ir Al,Ir,Ir,1,9,6,Al,Al,1,13,3,Cubic,,t
221,670270,P m -3 m,Ir Ga,Ir,Ir,1,9,6,Ga,Ga,1,13,4,Cubic,,t
221,670277,P m -3 m,Ca O,Ca,Ca,1,2,4,O,O,1,16,2,Cubic,,t
221,670314,P m -3 m,Cs Xe,Cs,Cs,1,1,6,Xe,Xe,1,18,5,Cubic,,t
221,670333,P m -3 m,Mg Ar,Mg,Mg,1,2,3,Ar,Ar,1,18,3,Cubic,,t
221,670335,P m -3 m,Mg Xe,Mg,Mg,1,2,3,Xe,Xe,1,18,5,Cubic,,t
221,670582,P m -3 m,Cs Se,Cs,Cs,1,1,6,Se,Se,1,16,4,Cubic,,t
221,670618,P m -3 m,Pd Cu,Pd,Pd,1,10,5,Cu,Cu,1,11,4,Cubic,,t
221,670622,P m -3 m,Cu3 Ni,Cu3,Cu,3,11,4,Ni,Ni,1,10,4,Cubic,,t
221,670623,P m -3 m,Cu Ni3,Cu,Cu,1,11,4,Ni3,Ni,3,10,4,Cubic,,t
221,670624,P m -3 m,Ni Pd3,Ni,Ni,1,10,4,Pd3,Pd,3,10,5,Cubic,,t
221,670625,P m -3 m,Ni3 Pd,Ni3,Ni,3,10,4,Pd,Pd,1,10,5,Cubic,,t
221,670626,P m -3 m,Cu Pd3,Cu,Cu,1,11,4,Pd3,Pd,3,10,5,Cubic,,t
221,670632,P m -3 m,Al1 La3,Al1,Al,1,13,3,La3,La,3,3,6,Cubic,,t
221,671096,P m -3 m,Ag1 Y1,Ag1,Ag,1,11,5,Y1,Y,1,3,5,Cubic,,t
221,671098,P m -3 m,Al1 Ni1,Al1,Al,1,13,3,Ni1,Ni,1,10,4,Cubic,,t
221,671099,P m -3 m,Al1 Fe1,Al1,Al,1,13,3,Fe1,Fe,1,8,4,Cubic,,t
221,671107,P m -3 m,Re1 O3,Re1,Re,1,7,6,O3,O,3,16,2,Cubic,,t
221,671108,P m -3 m,F3 Sc1,F3,F,3,17,2,Sc1,Sc,1,3,4,Cubic,,t
221,671260,P m -3 m,Nd In3,Nd,Nd,1,3,6,In3,In,3,13,5,Cubic,,t
221,671262,P m -3 m,Pr In3,Pr,Pr,1,3,6,In3,In,3,13,5,Cubic,,t
221,671276,P m -3 m,Al3 Ca1,Al3,Al,3,13,3,Ca1,Ca,1,2,4,Cubic,,t
221,671277,P m -3 m,Al3 Mg1,Al3,Al,3,13,3,Mg1,Mg,1,2,3,Cubic,,t
221,671278,P m -3 m,Al1 Ca1,Al1,Al,1,13,3,Ca1,Ca,1,2,4,Cubic,,t
221,671279,P m -3 m,Al1 Mg1,Al1,Al,1,13,3,Mg1,Mg,1,2,3,Cubic,,t
221,671282,P m -3 m,Mg1 Ca1,Mg1,Mg,1,2,3,Ca1,Ca,1,2,4,Cubic,,t
221,671317,P m -3 m,Na Bi,Na,Na,1,1,3,Bi,Bi,1,15,6,Cubic,,t
221,671413,P m -3 m,Ni3 Mo1,Ni3,Ni,3,10,4,Mo1,Mo,1,6,5,Cubic,,t
221,671414,P m -3 m,Ni3 Zr1,Ni3,Ni,3,10,4,Zr1,Zr,1,4,5,Cubic,,t
221,671415,P m -3 m,Ni1 Mo1,Ni1,Ni,1,10,4,Mo1,Mo,1,6,5,Cubic,,t
221,671416,P m -3 m,Ni1 Mo3,Ni1,Ni,1,10,4,Mo3,Mo,3,6,5,Cubic,,t
221,671417,P m -3 m,Ni1 Zr1,Ni1,Ni,1,10,4,Zr1,Zr,1,4,5,Cubic,,t
221,671418,P m -3 m,Ni1 Zr3,Ni1,Ni,1,10,4,Zr3,Zr,3,4,5,Cubic,,t
221,671422,P m -3 m,Zr3 Mo1,Zr3,Zr,3,4,5,Mo1,Mo,1,6,5,Cubic,,t
221,671423,P m -3 m,Zr1 Mo1,Zr1,Zr,1,4,5,Mo1,Mo,1,6,5,Cubic,,t
221,671424,P m -3 m,Zr1 Mo3,Zr1,Zr,1,4,5,Mo3,Mo,3,6,5,Cubic,,t
221,671498,P m -3 m,Ti3 Nb1,Ti3,Ti,3,4,4,Nb1,Nb,1,5,5,Cubic,,t
221,671499,P m -3 m,Ti Nb,Ti,Ti,1,4,4,Nb,Nb,1,5,5,Cubic,,t
221,671500,P m -3 m,Ti1 Nb3,Ti1,Ti,1,4,4,Nb3,Nb,3,5,5,Cubic,,t
221,671526,P m -3 m,Pm N,Pm,Pm,1,3,6,N,N,1,15,2,Cubic,,t
221,671529,P m -3 m,Eu N,Eu,Eu,1,3,6,N,N,1,15,2,Cubic,,t
221,671532,P m -3 m,Yb N,Yb,Yb,1,3,6,N,N,1,15,2,Cubic,,t
223,8124,P m -3 n,Nb3.2 Ge0.8,Nb3.2,Nb,3.2,5,5,Ge0.8,Ge,0.8,14,4,Cubic,,
223,15641,P m -3 n,K8 Si46,K8,K,8,1,4,Si46,Si,46,14,3,Cubic,,
223,15904,P m -3 n,Cr3 O,Cr3,Cr,3,6,4,O,O,1,16,2,Cubic,,
223,20212,P m -3 n,V3 Ge,V3,V,3,5,4,Ge,Ge,1,14,4,Cubic,,
223,25301,P m -3 n,K8 Sn46,K8,K,8,1,4,Sn46,Sn,46,14,5,Cubic,,
223,25413,P m -3 n,Na8 Si46,Na8,Na,8,1,3,Si46,Si,46,14,3,Cubic,,
223,26300,P m -3 n,K8 Ge46,K8,K,8,1,4,Ge46,Ge,46,14,4,Cubic,,
223,26573,P m -3 n,Nb3 Ge,Nb3,Nb,3,5,5,Ge,Ge,1,14,4,Cubic,,
223,26592,P m -3 n,U H3,U,U,1,3,7,H3,H,3,1,1,Cubic,,
