A,B,x,y,Chiral
8,5,1,1,0
8,5,1,1,0
3,13,1,1,0
14,3,1,1,0
3,12,1,1,0
3,15,1,1,0
4,11,1,1,0
4,13,1,1,0
13,4,5,2,0
11,3,1,1,0
3,15,1,1,0
3,15,1,1,0
3,13,1,1,0
12,9,2,1,0
12,7,1,1,0
13,7,0.9,1.1,0
10,12,1,1,0
11,4,1,3,0
8,10,1,1,0
13,7,1,1,0
13,2,1,1,0
13,3,1,1,0
9,5,1.12,0.88,0
8,5,0.8,1.2,0
14,13,1,1,0
13,10,1,3,0
13,10,0.5,1.5,0
3,15,1,1,0
3,15,1,1,0
3,15,1,1,0
7,10,11,21,0
13,10,1,3,0
13,3,1,3,0
3,13,3,1,0
8,10,0.612,0.388,0
12,14,0.3,0.7,0
10,13,3,1,0
10,5,3,1,0
3,12,1,1,0
5,9,0.54,0.46,0
10,13,3,1,0
10,13,3,1,0
11,7,1,1,0
3,14,1,1,0
11,7,1,3,0
10,2,1.1,0.9,0
11,13,1,2,0
11,15,3.1,1.033,0
11,15,3.25,1.083,0
11,15,3.4,1.133,0
11,15,3.54,1.18,0
11,15,3.6,1.2,0
11,15,3.75,1.25,0
3,13,1,1,0
8,14,0.83,2,0
13,7,0.88,1.09,0
13,7,0.91,1.09,0
2,17,1,2,0
8,14,1,2,0
8,9,11,5,0
8,9,3,1,0
8,9,13,3,0
2,14,1,1,0
6,10,1,3,0
4,10,1,1,0
4,10,3,5,0
4,14,5,1,0
3,15,1,1,0
11,15,3,1,0
11,11,1,1,0
1,15,1,1,0
7,14,1,2,0
2,10,1,1,0
3,15,1,1,0
15,3,1,1,0
1,17,3,1,0
1,17,2,1,0
3,15,1,1,0
3,1,1,2,0
1,18,1,1,0
2,18,3,2,0
2,18,1,2,0
1,15,1,1,0
5,16,1,4,0
5,16,1,4,0
13,3,6,1,0
13,3,6,1,0
3,13,1,6,0
13,3,6,1,0
6,3,0.96,7.04,0
14,10,4,1,0
3,13,1,6,0
3,13,1,6,0
3,13,1,6,0
3,13,1,6,0
3,13,1,6,0
3,13,1,6,0
3,13,1,6,0
3,13,1,6,0
3,13,1,6,0
3,13,1,6,0
3,13,1,6,0
3,13,1,6,0
14,16,1,2,0
9,14,1,4,0
6,6,0.35,0.65,0
6,6,0.16,0.84,0
1,12,6,32,0
7,14,0.576,1,0
14,16,1,2,0
3,13,1,4,0
3,13,1,4,0
3,13,1,4,0
1,14,2,5,0
3,14,3,2,0
3,13,1,4,0
3,14,3,2,0
3,13,1,4,0
3,13,1,4,0
3,13,1,4,0
3,13,1,4,0
13,17,1,3,0
3,13,1,4,0
10,12,1,1,0
1,13,2,6,0
3,13,1,4,0
3,14,3,2,0
5,13,3,2,0
4,14,3,2,0
3,13,1,4,0
3,13,1,4,0
13,3,2,3,0
11,3,2,3,0
11,3,2,3,0
2,5,2,3,0
2,12,3,2,0
6,16,5,14,0
7,16,1,3,0
9,13,1,3,0
13,5,2,3,0
13,10,1,3,0
13,3,2,3,0
13,5,5,2,0
13,4,2,3,0
12,7,5,2,0
12,10,5,2,0
14,2,3,2,0
4,13,2,5,0
4,13,2,5,0
3,13,1,4,0
10,13,3,1,0
3,13,1,4,0
3,13,1,4,0
3,13,1,4,0
6,13,3,2,0
5,13,3,2,0
3,13,1,4,0
5,13,3,2,0
3,13,1,4,0
6,13,1,4,0
3,13,1,4,0
2,5,2,3,0
3,14,3,2,0
7,13,2,5,0
10,13,3,1,0
13,5,2,3,0
5,13,2,5,0
6,13,2,5,0
3,10,3,2,0
14,4,2,3,0
14,3,2,3,0
3,14,3,2,0
4,13,3,4,0
12,2,2,3,0
4,13,3,4,0
6,14,3,2,0
5,14,3,2,0
3,14,3,2,0
2,14,2,3,0
14,2,5.9,3.5,0
3,14,3,2,0
10,14,3,1,0
3,14,3,2,0
6,14,3,2,0
4,14,5,3,0
13,10,1,3,0
13,4,4,3,0
2,13,1,4,0
2,14,36,23,0
3,14,36,23,0
14,16,1,2,0
2,12,3,2,0
5,13,3,2,0
13,10,1.05,2.95,0
13,10,1.03,2.97,0
13,10,0.98,3.02,0
11,3,2,3,0
7,15,1,2,0
2,13,2,6,0
8,15,1,2,0
8,15,1,2,0
7,12,2,5,0
8,10,3,1,0
3,14,3,4,0
3,14,3,4,0
3,14,3,4,0
3,14,3,4,0
3,14,3,4,0
3,14,3,4,0
3,14,3,4,0
7,13,1,4.97,0
15,13,1,1,0
3,16,1,2,0
11,15,2,1,0
2,16,1,1,0
10,16,2.86,2,0
3,15,1,2,0
11,15,2,1,0
8,15,2,1,0
14,16,1,1,0
14,16,1,1,0
3,16,1,2,0
3,16,1,2,0
3,16,1,1.8,0
3,16,1,2,0
3,16,1,1.8,0
4,16,1,1,0
2,13,4,1,0
3,16,1,1.87,0
8,16,1,1,0
11,16,2.8,2,0
3,16,1,1.73,0
5,16,2,1,0
3,15,1,2,0
3,16,2,3,0
13,17,1,3,0
3,16,1,1.836,0
11,17,1,1,0
11,17,1,1,0
5,15,14.92,18,0
3,16,1,1.83,0
3,16,1.84,3.17,0
8,16,1,1,0
3,16,1,1.8,0
8,16,1.125,1,0
11,16,2.72,2,0
11,16,3.18,2,0
3,16,1,2,0
3,15,1,2,0
6,15,2,1,0
3,16,1,1.9,0
3,16,1,2,0
3,15,1,2,0
7,15,2,1,0
7,15,2,1,0
3,15,1,2,0
3,16,1,2,0
3,15,1,2,0
8,16,1,1,0
3,16,1,2,0
6,16,1,3,0
3,14,26,22.77,0
3,16,1,2,0
8,16,1.11,1,0
3,15,1,2,0
3,16,1,1.885,0
3,15,2,1,0
3,15,1,2,0
11,4,1,1,0
15,3,2,1,0
12,4,1,1,0
13,17,1,1,0
11,4,1,1,0
11,4,3,2,0
4,13,2.24,1.76,0
4,11,1,1,0
4,11,1,1,0
3,16,1,2,0
3,16,1,2,0
3,16,1,2,0
4,11,1,1,0
4,11,1,1,0
13,15,1,1,0
3,15,1,2,0
2,13,1,4,0
4,12,1,1,0
4,12,1,1,0
3,16,1,2,0
3,16,1,2,0
3,16,1,2,0
11,16,3,2,0
3,16,1,2,0
3,16,1,2,0
3,16,1,2,0
3,16,2,3.5,0
3,16,1,2,0
3,16,1,2,0
3,16,1,2,0
3,13,1,4,0
3,16,1,2,0
3,16,1,2,0
3,16,1,2,0
4,15,1,2,0
3,16,1,2,0
3,16,1,2,0
3,16,1,2,0
3,16,1,2,0
3,16,1,1.91,0
3,16,1,2,0
3,16,1,2,0
3,16,1,2,0
3,16,1,2,0
3,16,1,1.95,0
3,16,1,2,0
3,16,1,2,0
3,15,1,2,0
3,15,1,2,0
10,5,1,1,0
3,16,1,2,0
3,16,1,2,0
3,16,1,1.9,0
3,16,1,2,0
3,16,1,2,0
3,16,1,2,0
3,16,1,2,0
3,16,1,2,0
3,16,1,2,0
3,16,1,2,0
3,16,1,2,0
3,16,1,2,0
3,16,1,2,0
3,16,1,2,0
3,16,1,2,0
3,16,1,2,0
3,16,1,2,0
3,16,1,2,0
8,16,1,0.913,0
4,15,8,9,0
3,11,17,36,0
8,16,1,0.92,0
8,16,0.997,1,0
8,16,0.987,1,0
8,16,1.068,1,0
8,16,1,0.99,0
8,16,1,0.975,0
8,16,1,0.963,0
8,16,1,0.984,0
8,16,1,0.971,0
8,16,1,0.983,0
8,16,1.05,1,0
3,15,1,1,0
3,15,1,1,0
8,16,1.12,1,0
8,16,1.15,1,0
8,16,1.087,1,0
8,16,1.1,1.03,0
4,1,1,2,0
4,16,1,1,0
5,16,1,1,0
6,16,1,1,0
7,16,1,1,0
9,16,1,1,0
10,16,1,1,0
11,16,1,1,0
12,16,1,1,0
4,11,1,1,0
10,16,1,2,0
6,1,1,4,0
2,18,2,1,0
2,18,3,1,0
2,18,3,2,0
2,18,1,1,0
2,18,1,2,0
2,14,5,3,0
13,16,5,3,0
3,16,1.1,2,0
3,16,1.1,2,0
3,16,1,2,0
1,16,4,28,0
2,14,5,3,0
6,16,1,3,0
5,16,1,2,0
5,16,1,4,0
3,9,5,3,0
13,3,3,5,0
3,9,5,3,0
13,3,3,5,0
13,3,3,5,0
13,3,3,5,0
3,9,5,3,0
9,3,3,5,0
3,9,5,3,0
3,9,5,3,0
3,9,5,3,0
3,9,5,3,0
3,9,5,3,0
3,9,5,3,0
9,3,3,5,0
9,3,3,5,0
9,3,3,5,0
3,9,5,3,0
3,9,5,3,0
9,3,3,5,0
9,3,3,5,0
9,3,3,5,0
9,3,3,5,0
3,9,5,3,0
3,13,5,3,0
13,3,3,5,0
3,13,4.8,3.2,0
3,14,5,3,0
3,14,5,3,0
2,14,5,3,0
10,16,1,1,0
10,16,1,1,0
10,16,1,1,0
14,16,64,128,0
3,14,1,2,0
5,14,3,1,0
14,16,1,2,0
7,15,1,1,0
7,15,1,1,0
8,15,1,1,0
9,15,1,1,0
14,14,1,2,0
10,15,1,1,0
3,1,1,1,0
14,16,1,2,0
15,16,2,3,0
5,15,3,1,0
5,16,3,1,0
12,15,3,2,0
12,15,3,2,0
14,16,1,2,0
13,14,49.94,1.82,0
13,13,48,2,0
13,13,48,2,0
13,15,50,1.82,0
13,15,50.06,1.87,0
11,16,2,1,0
13,8,50,1.04,0
13,8,50,1.01,0
13,8,50,1.324,0
14,16,3,4,0
16,16,1,2,0
10,16,1,1,0
4,12,2.841,22.159,0
5,16,1,2,0
6,16,1,2,0
5,15,16,1.5,0
8,17,1,2,0
9,17,1,2,0
10,17,1,2,0
12,17,1,2,0
8,16,1,2,0
8,16,1,2,0
2,1,3,2,0
2,16,1,1,0
2,1,1,2,0
10,17,1,2,0
14,16,1,2,0
14,16,1,2,0
7,16,1,2,0
2,17,1,2,0
14,16,1,2,0
4,16,1,2,0
7,17,1,2,0
2,15,11,8,0
18,17,1,2,0
2,1,1,2,0
1,16,2,1,0
1,16,2,1,0
9,16,1,2,0
14,16,1,2,0
5,17,1,2,0
4,15,2,1,0
12,17,2,2,0
12,17,2,2,0
14,16,0.986,2,0
14,16,0.97,2,0
14,16,0.95,2,0
14,16,0.958,2,0
4,13,3,2,0
5,16,1,2,0
6,17,1,4,0
9,16,1,2,0
4,16,0.992,2,0
4,16,0.928,2,0
4,16,0.912,2,0
4,16,0.936,2,0
4,16,0.924,2,0
2,14,3,4,0
2,14,3,4,0
5,16,1,2,0
2,14,1,2,0
14,16,0.912,2,0
14,16,0.904,2,0
2,17,1,2,0
2,17,1,2,0
16,16,1,2,0
13,3,2,3,0
13,5,1,2,0
9,13,1,3,0
9,13,1,3,0
9,13,1,3,0
13,3,2,3,0
9,6,7,8,0
3,17,1,3,0
9,13,1,3,0
9,6,2,3,0
9,5,1.9,3.1,0
6,8,0.99,1.01,0
6,8,0.956,1.044,0
6,8,0.964,1.036,0
6,8,2,1,0
6,8,2,1,0
8,13,1,3,0
8,6,1,1,0
12,1,2,3,0
9,6,0.88,2.12,0
9,5,2,3,0
6,8,1.95,1.05,0
5,8,3,2,0
5,7,2.7,3.3,0
6,16,1,2,0
13,3,2,3,0
6,8,0.87,1.13,0
9,13,4,12,0
9,13,4,12,0
8,13,1,3,0
9,6,1,1,0
6,7,0.8,1.2,0
8,7,1.2,0.8,0
4,13,3,2,0
5,16,0.94,2,0
3,13,3,2,0
13,5,0.67,1.33,0
5,13,1.33,0.67,0
5,13,2,1,0
5,13,3,2,0
3,13,3,2,0
3,13,3,2,0
5,11,2,1,0
3,13,3,2,0
9,6,2,3,0
6,9,1.3,0.7,0
6,8,1,1,0
6,8,1.5,0.5,0
6,8,1.33,0.67,0
7,6,1.2,0.8,0
6,8,1.33,0.67,0
7,6,1.2,0.8,0
8,7,1,1,0
5,8,1,1,0
8,5,1,1,0
3,13,3,2,0
9,13,1,3,0
8,13,1,3,0
7,13,1,3,0
9,13,1,3,0
8,13,1,3,0
6,9,1.5,0.5,0
6,9,1.4,0.6,0
9,5,0.8,1.2,0
9,5,0.7,1.3,0
9,5,0.5,1.5,0
9,6,0.6,1.4,0
9,6,0.5,1.5,0
4,9,1.5,0.5,0
7,6,1.33,0.67,0
7,7,2,3,0
7,4,1,1,0
6,8,1.2,0.8,0
6,8,1.4,0.6,0
6,8,1.3,0.7,0
6,7,1,2,0
6,7,1,1,0
7,6,1.2,0.8,0
6,8,1.2,0.8,0
6,8,1.25,0.75,0
6,8,1.4,0.6,0
6,8,1.33,0.67,0
6,7,0.67,1.33,0
6,7,0.6,1.4,0
5,15,8,1,0
5,8,1.2,0.8,0
5,8,1.3,0.7,0
5,10,3,2,0
5,10,3,2,0
5,10,3.33,1.67,0
5,7,1,1,0
5,9,1.2,0.8,0
5,9,1.3,0.7,0
10,5,0.8,1.2,0
5,10,1.3,0.7,0
10,16,1,2,0
10,16,1,2,0
6,16,1,2,0
8,5,0.6,1.4,0
8,5,0.8,1.2,0
8,5,1,1,0
8,5,0.5,1.5,0
8,6,0.67,1.33,0
8,6,0.6,1.4,0
8,6,1,1,0
8,6,1,2,0
10,5,0.5,1.5,0
7,5,1,1,0
7,5,1.2,0.8,0
7,6,1,1,0
4,7,1.33,0.67,0
5,9,1.2,0.8,0
5,9,1.4,0.6,0
6,8,1.2,0.8,0
5,5,1.4,0.6,0
7,6,1.5,0.5,0
7,6,1.4,0.6,0
2,1,1,1.29,0
2,1,1,1.95,0
1,12,3,2,0
13,3,2,3,0
13,3,2,3,0
13,3,2,3,0
13,3,2,3,0
13,5,1,2,0
6,7,0.9,1.1,0
14,16,1,2,0
6,7,2,3,0
6,8,1,2,0
7,16,1,2,0
9,6,0.472,0.528,0
5,16,8,1,0
4,15,2,0.8,0
8,7,1.06,0.94,0
8,7,1.12,0.88,0
8,7,0.94,1.06,0
8,7,1.1,0.9,0
8,7,1.01,0.99,0
7,7,0.481,0.519,0
7,7,0.397,0.603,0
7,7,0.391,0.609,0
7,7,0.795,0.205,0
7,7,0.68,0.32,0
7,7,0.489,0.511,0
7,7,0.57,0.43,0
7,7,0.49,0.51,0
7,7,0.406,0.594,0
7,7,0.383,0.617,0
7,7,0.387,0.613,0
5,13,1.5,1,0
5,13,1.564,1,0
5,13,1.96,1.04,0
5,13,2.623,1,0
5,13,2.846,1,0
5,13,2.84,0.91,0
8,6,1.1,0.9,0
13,4,2,3,0
9,6,11.16,21.39,0
9,6,10.25,19.75,0
9,6,11.2,18.8,0
9,6,10.78,19.22,0
9,6,12.9,17.1,0
9,6,13.34,17.67,0
3,17,1,2,0
5,13,4,5,0
13,5,5,4,0
9,16,1,2,0
13,15,1,1,0
4,1,1,2,0
3,16,1,2,0
12,16,1,1,0
16,14,2,1,0
6,10,2,1,0
2,14,2,1,0
5,15,1,0.81,0
1,16,2,1,0
12,17,1,2,0
12,15,3,2,0
13,17,4,4,0
5,16,4,5,0
4,16,1,2,0
4,16,0.94,2,0
4,16,1,1.99,0
4,16,1,1.88,0
4,16,1,1.95,0
4,16,1,1.96,0
4,16,1,1.97,0
4,16,1,1.98,0
1,16,2,1,0
12,15,3,2,0
13,16,1,1,0
12,15,3,2,0
12,15,3,2,0
12,17,1,2,0
4,16,0.946,2,0
4,16,0.942,2,0
4,16,0.952,2,0
4,16,0.958,2,0
4,16,0.95,2,0
4,16,0.88,1.78,0
15,16,2,3,0
4,16,1,2,0
7,13,101.5,162.5,0
13,1,11.76,7,0
12,17,2,4,0
3,16,2,5,0
14,16,1,2,0
11,3,6,1,0
11,17,1,1,0
7,13,4,4,0
11,17,1,1,0
5,16,1,2,0
3,11,1,6,0
3,11,1,6,0
3,11,1,6,0
3,11,1,6,0
3,11,1,6,0
2,15,11,10,0
2,15,11,10,0
2,15,2,1,0
3,15,11,10,0
14,6,2,1,0
3,15,2,1,0
11,4,1,2,0
14,17,1,4,0
14,17,1,4,0
3,14,1,2,0
3,14,1,2,0
3,14,1,2,0
3,14,1,2,0
5,16,2,5,0
13,2,5,2,0
3,14,1,2,0
3,14,1,2,0
3,14,1,2,0
12,17,2,2,0
5,17,1,4,0
2,16,1,2,0
2,16,1,2,0
3,15,11,10,0
5,15,1,0.801,0
3,14,1,2,0
18,17,1,2,0
3,7,1,12,0
3,7,1,12,0
3,7,1,12,0
3,7,1,12,0
3,7,1,12,0
3,7,1,12,0
6,14,1,2,0
12,17,2,2,0
12,17,2,2,0
2,16,1,2,0
2,12,2,1,0
2,12,2,1,0
9,14,1,2,0
15,16,2,2.7,0
5,16,1,0.532,0
8,15,1,0.056,0
8,15,1,0.076,0
8,15,1,0.088,0
8,15,1,0.0897,0
8,15,1,0.0935,0
8,15,1,0.0939,0
8,15,1,0.095,0
1,16,1,2,0
1,16,1,2,0
15,16,2,2.3,0
12,17,2,2,0
5,15,1,0.58,0
3,1,1,2.25,0
10,16,1,1,0
6,14,1,2,0
1,14,4,60,0
3,17,1,2,0
3,17,1,2,0
7,15,3,2,0
2,14,1,2,0
3,14,1,2,0
2,16,1,1.95,0
4,16,3,2,0
3,1,1,2.232,0
3,14,1,1.0147,0
2,15,2,1,0
2,15,2,1,0
2,15,2,1,0
2,15,2,1,0
2,15,2,1,0
14,15,1,1,0
3,14,1,2,0
3,14,11,10,0
5,1,2,1,0
2,15,2,1,0
2,14,1,2,0
2,15,2,1,0
2,15,2,1,0
4,1,1,1.983,0
5,1,1,0.5,0
5,15,1,0.95,0
6,14,1,2,0
5,15,4,3,0
5,15,1,0.85,0
8,15,16,2,0
3,15,1,1,0
2,14,1,2,0
2,16,1,1.94,0
2,16,1,1.86,0
2,16,1,1.68,0
2,16,1,1.978,0
2,16,1,1.962,0
2,16,1,1.9,0
4,1,1,2,0
3,14,68,70,0
2,15,1,2,0
18,17,1,2,0
10,15,1,2,0
15,16,6,7,0
3,15,2,1,0
5,16,16,3,0
10,14,2,1,0
3,1,1,2,0
4,1,1,2,0
2,15,11,10,0
13,11,0.2,0.8,0
13,3,4,1,0
13,6,1,2,0
13,4,3,1,0
13,3,4,1,0
13,5,3,1,0
13,8,2,1,0
13,8,3,2,0
13,7,1,2,0
3,14,1,2,0
2,15,11,10,0
2,15,11,10,0
3,14,1,2,0
13,5,3,1,0
13,5,3,1,0
11,3,2,1,0
11,3,2,1,0
11,3,2,1,0
11,3,2,1,0
11,3,2,1,0
11,3,2,1,0
11,4,1,2,0
11,12,0.5,1.5,0
11,3,2,1,0
11,3,2,1,0
11,4,1,2,0
11,3,2,1,0
11,7,1,2,0
11,7,2,1,0
11,5,2,3,0
11,4,2,1,0
2,13,1,4,0
2,13,1,4,0
2,6,12,1,0
2,6,12,1,0
15,13,0.06,0.94,0
2,13,1,4,0
12,12,0.93,1.07,0
12,12,1,2,0
12,12,2,1,0
12,12,0.35,0.65,0
12,12,0.55,0.45,0
12,4,1,2,0
13,17,1,1,0
3,14,1,2,0
3,14,1,2,0
3,14,1,1.86,0
11,3,2,1,0
11,4,1,2,0
11,4,3,2,0
11,4,4,3,0
3,12,1,12,0
3,14,11,10,0
3,13,1,4,0
13,4,3,1,0
13,7,1.15,2.85,0
13,1,4,1,0
13,5,3,1,0
13,10,0.35,0.65,0
13,3,1,1,0
13,2,4,1,0
13,5,3,1,0
13,4,3,1,0
13,3,4,1,0
13,4,3,1,0
13,4,10,11,0
4,10,2,1,0
12,2,2,1,0
11,3,2,1,0
3,14,1,2,0
2,3,12,1,0
2,3,12,1,0
7,10,1,1,0
7,3,12,1,0
6,3,1,2,0
5,10,1,3,0
5,10,1,3,0
10,5,2,1,0
10,5,3,1,0
10,5,3,1,0
10,5,3,1,0
10,4,1,2,0
10,13,3,1,0
10,5,3,1,0
10,4,1,2,0
10,4,8,1,0
10,5,3,1,0
3,12,1,12,0
3,12,1,12,0
3,12,1,4,0
5,12,4,5,0
3,12,1,12,0
3,14,11,10,0
2,13,1,4,0
5,13,1,3,0
4,13,1,3,0
13,3,4,4.89,0
7,10,1,3,0
13,4,11,5,0
13,4,3,1,0
11,3,2,1,0
13,3,3,1,0
9,16,1,1,0
13,4,3,1,0
11,4,1,2,0
7,3,12,1,0
3,15,2,1,0
3,14,11,10,0
13,2,4,1,0
3,14,1,2,0
3,14,1,2,0
8,3,12,1,0
4,13,1,3,0
4,1,1,2,0
11,4,1,2,0
11,3,2,1,0
11,3,2,1,0
11,4,1,2,0
11,3,2,1,0
11,3,2,1,0
11,4,2,1,0
13,11,1,2,0
13,2,4,1,0
13,2,4,1,0
13,3,4,1,0
4,13,1,3,0
5,13,1,3,0
13,3,4,1,0
10,13,0.5,0.5,0
13,3,4,1,0
8,13,2,3,0
13,8,2,1,0
13,3,4,1,0
13,7,1,2,0
4,13,1,3,0
5,13,1,3,0
11,3,2,1,0
11,4,2,1,0
11,3,2,1,0
11,3,2,1,0
11,3,2,1,0
11,4,2,1,0
11,4,1,2,0
3,13,1,12,0
2,12,2,1,0
2,9,12,1,0
2,8,12,1,0
2,7,12,1,0
2,5,12,1,0
2,5,12,1,0
2,4,12,1,0
2,5,12,1,0
2,6,12,1,0
3,15,2,1,0
3,15,11,10,0
3,15,2,1,0
3,15,2,1,0
3,15,2,1,0
15,4,1,2,0
3,14,1,2,0
3,14,1,2,0
12,4,1,2,0
12,4,1,2,0
3,2,1,12,0
3,14,11,10,0
11,3,2,1,0
4,11,2,3,0
3,12,1,12,0
3,14,11,10,0
3,14,11,10,0
4,13,1,3,0
3,14,11,10,0
3,14,11,10,0
3,12,1,12,0
3,14,11,10,0
3,14,11,10,0
3,14,11,10,0
6,14,1,2,0
4,1,1,2,0
4,12,2,1,0
4,10,2,3,0
4,12,2,1,0
3,14,11,10,0
3,12,1,12,0
13,14,1.74,0.26,0
13,14,1.74,0.26,0
4,13,1,3,0
3,12,1,12,0
7,3,12,1,0
7,3,12,1,0
7,3,12,1,0
5,15,4,2.62,0
5,8,1,1,0
3,14,11,10,0
1,16,1,2,0
3,14,11,10,0
10,4,2,1,0
10,4,2,1,0
3,15,2,1,0
10,15,3,1,0
7,14,1,2,0
9,4,1,2,0
3,15,2,1,0
3,15,11.7,9.3,0
4,15,2,1,0
3,14,11,10,0
3,14,11,10,0
3,14,11,10,0
3,14,11,10,0
3,12,1,12,0
4,12,2,1,0
3,12,1,12,0
12,5,5,4,0
12,4,1,2,0
8,15,8,1,0
4,1,2,4,0
13,1,4,1,0
13,1,1.7,0.3,0
13,2,1,1,0
13,2,0.96,0.04,0
13,14,0.9,0.1,0
13,14,0.85,0.15,0
13,10,0.25,0.75,0
13,3,1,1,0
13,1,4,1,0
13,14,0.75,0.25,0
13,13,0.8,0.2,0
13,4,3,1,0
4,15,2,1,0
2,13,1,4,0
11,5,0.5,0.5,0
14,7,0.45,1.55,0
3,14,1,2,0
2,11,12,1,0
2,11,12,1,0
2,10,12,1,0
2,10,12,1,0
2,9,2,1,0
7,10,0.88,2.87,0
7,10,0.9,2.9,0
7,10,0.88,2.88,0
7,10,0.89,2.89,0
5,11,3,2,0
2,10,1,3,0
3,13,1,4,0
3,13,1,4,0
11,2,2,1,0
6,2,1,12,0
5,2,1,12,0
5,2,1,12,0
3,11,1,2,0
1,13,2,3,0
4,11,2,1,0
8,12,1,3,0
14,16,1,2,0
1,13,2,3,0
6,15,3,7,0
11,15,2,0.667,0
3,13,1,1,0
10,5,8,1,0
3,15,11,10,0
3,13,1,4,0
3,11,1,2,0
13,10,1,3,0
13,10,1,3,0
7,15,1,1,0
10,13,1,0.19,0
3,13,1,5,0
2,10,1,2,0
2,3,1,2,0
2,3,1,2,0
14,1,60,4,0
3,14,1,3,0
3,14,1,3,0
3,14,11,10,0
2,15,1,2,0
2,14,1,3,0
2,14,1,3,0
3,14,1,3,0
3,14,1,3,0
2,13,1,1,0
1,13,1,4,0
3,14,11,10,0
3,10,1,2,0
2,14,1,3,0
2,14,1,3,0
6,14,1,2,0
3,17,1,3,0
8,10,3,1,0
4,11,2,1,0
4,11,2,1,0
4,10,2,1,0
4,10,1,2,0
3,8,1,12,0
4,13,2,1,0
2,14,1,2,0
3,2,1,12,0
9,14,1,2,0
4,16,1,2,0
7,14,1,2,0
3,1,1,2.25,0
5,10,3,1,0
5,8,3,1,0
5,6,3,1,0
10,5,3,1,0
10,8,3,1,0
10,6,3,1,0
8,5,3,1,0
8,10,3,1,0
8,6,3,1,0
6,5,3,1,0
6,10,3,1,0
6,8,3,1,0
3,16,1,2,0
3,13,1,3,0
5,16,1,2,0
5,13,1,3,0
6,13,1,3,0
1,18,1,2,0
1,18,3,1,0
1,18,1,3,0
2,18,2,1,0
2,18,3,2,0
2,18,3,2,0
2,18,5,2,0
4,10,2,1,0
13,3,1,1,0
13,5,3,1,0
4,16,1,2,0
4,16,1,2,0
3,9,3,2,0
2,16,1,2,0
3,9,5,3,0
5,15,5,2.74,0
10,3,20,31,0
3,9,31,20,0
2,14,5,3,0
15,13,3,5,0
2,14,31,20,0
3,14,3,1,0
3,8,5,3,0
5,14,5,3,0
6,14,5,3,0
3,14,5,3,0
5,14,5,3,0
5,14,5,3,0
13,16,1,1,0
1,15,1,3,0
6,13,2,1,0
6,13,2,1,0
8,14,1,2,0
7,14,1,2,0
4,14,2,1,0
1,15,1,3,0
1,15,1,3,0
13,16,5,3,0
3,16,1,2,0
1,16,1,3,0
3,15,7,3,0
6,14,5,3,0
13,16,1,1,0
13,16,2,2,0
2,16,1,2,0
10,13,2,1,0
2,14,5,3,0
3,14,5,3,0
3,14,5,3,0
2,14,5,3,0
2,14,5,3,0
6,13,5,3,0
2,14,5,3,0
2,14,5,3,0
13,11,2,1,0
8,14,1,2,0
4,15,1,2,0
14,4,1,2,0
4,14,2,1,0
5,13,2,1,0
5,14,2,1,0
7,13,2,1,0
8,13,2,1,0
9,13,2,1,0
9,14,3,1,0
6,15,1,2,0
5,14,5,3,0
6,13,2,1,0
6,14,5,3,0
5,15,1,2,0
3,14,5,3,0
11,14,1,2,0
13,16,1,1,0
6,14,5,3,0
10,14,3,1,0
3,14,2,1,0
3,14,5,3,0
12,1,2,0.37,0
13,3,1,2,0
13,4,3,5,0
11,13,1,2,0
11,3,1,2,0
11,3,3,5,0
11,2,3,5,0
11,12,3,5,0
11,1,1,2,0
11,3,1,2,0
11,3,3,5,0
2,14,5,3,0
2,5,1,2,0
3,13,5,3,0
3,14,5,3,0
13,15,1,3,0
4,15,3,1,0
13,13,1,1,0
9,3,1,2,0
9,14,1,2,0
9,4,1,2,0
10,13,1,2,0
10,13,1,2,0
11,13,1,2,0
9,14,1,2,0
10,14,1,2,0
8,4,1,2,0
10,4,1,2,0
13,4,1,2,0
9,4,1,2,0
10,4,1,2,0
13,4,1,2,0
11,3,1,2,0
12,3,1,2,0
13,3,1,2,0
10,3,1,2,0
13,3,1,2,0
9,5,1,2,0
10,5,1,2,0
3,13,5,3,0
3,13,5,3,0
3,14,5,3,0
8,3,1,6,0
13,3,2,3,0
13,10,5,1,0
13,3,2,3,0
13,5,3,5,0
13,16,2,2,0
12,3,1,2,0
9,3,3,5,0
10,3,1,6,0
8,3,3,5,0
14,10,2,1,0
14,9,2,1,0
9,14,1,2,0
9,3,2,3,0
8,14,1,2,0
2,12,5,3,0
12,2,3,5,0
11,2,3,5,0
6,14,5,3,0
2,13,5,3,0
5,15,0.958,2,0
3,14,5,3,0
2,12,5,3,0
4,13,5,3,0
3,14,5,3,0
3,11,5,3,0
4,13,2,1,0
3,13,2,1,0
4,13,2,1,0
3,14,5,3,0
5,15,5,3,0
3,11,2,1,0
3,11,5,3,0
7,13,1,2,0
13,15,5,3,0
2,13,5,3,0
2,10,5,3,0
2,12,5,3,0
3,13,5,3,0
3,9,6,1,0
3,9,6,1,0
6,14,3,5,0
3,11,2,1,0
3,13,3,2,0
3,9,3,2,0
3,9,3,2,0
13,3,3,5,0
3,13,3,2,0
9,3,2,3,0
3,9,3,2,0
3,9,3,2,0
3,13,5,3,0
8,3,1,6,0
8,3,1,6,0
3,13,5,3,0
3,13,3,2,0
3,13,5,3,0
3,13,3,2,0
