A,B,x,y,Chiral
5,13,5,3,0
3,13,5,3,0
3,13,3,2,0
3,13,5,3,0
10,13,3,1,0
3,13,5,3,0
3,13,5,3,0
3,13,3,2,0
5,13,5,3,0
3,13,5,3,0
3,13,3,2,0
3,13,2,1,0
4,13,5,3,0
3,13,3,2,0
3,13,3,2,0
4,13,2,1,0
3,13,5,3,0
3,9,3,2,0
3,9,3,2,0
5,14,3,1,0
5,14,5,3,0
6,14,5,3,0
4,10,2,1,0
4,14,2,1,0
3,13,5,3,0
3,9,3,2,0
3,9,3,2,0
3,13,5,3,0
13,15,5,3,0
3,13,5,3,0
3,13,2,1,0
9,3,2,3,0
9,3,2,3,0
9,4,1,2,0
3,14,5,3,0
3,13,5,3,0
7,3,1,6,0
3,13,5,3,0
3,14,5,3,0
2,14,5,3,0
3,14,5,3,0
3,13,5,3,0
7,14,5,3,0
9,3,2,3,0
3,16,3,5,0
3,16,1.05,2,0
13,16,1,1,0
3,16,3,5,0
3,16,1.05,2,0
7,14,5,3,0
5,14,5,3,0
4,16,2,1,0
3,13,5,3,0
3,14,5,3,0
2,13,5,3,0
3,13,5,3,0
3,13,2,1,0
3,12,2,1,0
6,4,5,3,0
11,13,1,2,0
14,16,1,2,0
9,3,1,6,0
13,5,3,5,0
3,14,5,3,0
14,10,2,1,0
2,14,4.81,3,0
13,10,5,1,0
11,15,1,3,0
8,15,1,2,0
4,9,2,1,0
10,2,1,2,0
3,15,7,3,0
5,15,0.96,2,0
5,14,20,12,0
5,14,5,2.97,0
13,4,3,2,0
14,16,1,2,0
4,10,2,1,0
9,14,1,2,0
11,13,1,2,0
4,13,2,1,0
5,13,5,3,0
4,11,2,1,0
1,15,1,2,0
2,16,1,2,0
3,14,1,2,0
3,16,1,3,0
2,14,1,2,0
3,14,1,2,0
2,14,1,2,0
2,15,1,2,0
4,16,9,2,0
11,17,1,1,0
3,17,1,4,0
3,17,1,4,0
3,17,1,4,0
2,14,1,2,0
2,14,4,7,0
3,17,1,4,0
12,17,1,2,0
4,16,1,2,0
11,16,16,14.15,0
3,14,1,2,0
4,15,2,1,0
13,16,2,3,0
6,13,1,1,0
6,13,1,1,0
9,13,1,1.1,0
3,14,1,2,0
3,14,1,2,0
3,14,1,2,0
3,14,1,2,0
3,14,1,2,0
6,15,2,1,0
3,14,1,2,0
3,14,1,2,0
16,17,1,4,0
3,14,1,2,0
5,16,51.61,64,0
7,16,3,4,0
5,1,2,1,0
1,14,1,1,0
5,1,2,1.091,0
10,1,1,0.64,0
10,15,11,8,0
1,16,2,1,0
13,16,10.666,16,0
3,14,1,1.8,0
3,14,1,1.82,0
3,14,1,1.9,0
3,14,1,1.84,0
7,13,4,4,0
4,16,0.72,2,0
4,16,0.784,2,0
3,1,1,2.47,0
3,1,1,2.465,0
3,1,1,2.475,0
3,1,1,2.49,0
3,1,1,2.48,0
3,1,1,2.495,0
3,1,1,2.485,0
3,1,1,2.5,0
3,1,1,2.51,0
3,1,1,2.425,0
3,1,1,2.46,0
11,17,1,1,0
11,16,4,3,0
17,16,2,1,0
4,15,1,0.61,0
5,1,2,0.85,0
2,14,2,3,0
3,14,1,2,0
13,15,1,1,0
3,14,1,2,0
5,15,1,1,0
3,14,1,2,0
3,14,1,1.66,0
4,5,1,2,0
3,14,1,1.72,0
5,16,13,16,0
3,14,1,1.667,0
3,1,1,2.272,0
3,1,1,2.268,0
4,13,1,2,0
3,14,1,1.72,0
15,14,1,1,0
12,16,1,1,0
12,14,0.01,0.99,0
3,12,3,22,0
3,17,1,4,0
3,17,1,4,0
3,9,4,1,0
13,3,2,1,0
13,4,1,1,0
13,4,2,1,0
3,12,1,11,0
14,3,1,1,0
14,3,1,1,0
3,12,3,22,0
1,13,1,1,0
3,14,1,2,0
3,14,1,2,0
2,14,1,1.693,0
13,15,1,1,0
2,12,1,11,0
3,14,1,2,0
3,12,1,11,0
3,12,3,22,0
2,13,1,2,0
13,16,2,3,0
4,13,1,2,0
6,13,1,1,0
2,12,1,11,0
3,12,1,11,0
2,12,1,11,0
3,14,1,1.66,0
3,14,1,1.66,0
3,14,1,1.5,0
3,14,1,2,0
3,14,1,2,0
3,12,1,11,0
4,13,1,2,0
13,4,2,1,0
3,14,1,2,0
3,14,2,3,0
3,14,1,1.67,0
3,14,1,2,0
3,12,3,22,0
3,14,1,1.66,0
3,14,2,3,0
14,3,2,1,0
3,14,1,1.56,0
3,14,1,1.5,0
3,14,1,2,0
3,14,1,1.6,0
14,3,2,1,0
3,14,1,1.6,0
3,14,1,1.75,0
14,3,2,1,0
3,14,1,2,0
3,14,1,2,0
3,14,1,1.67,0
12,16,1,1,0
3,14,1,2,0
13,15,1,1,0
3,12,1,11,0
3,12,3,22,0
3,14,1,2,0
3,14,1,2,0
3,12,1,11,0
3,12,3,22,0
3,14,1,2,0
3,14,1,2,0
3,12,3,22,0
3,12,1,11,0
6,15,2,0.76,0
3,14,2,3,0
3,14,2,3,0
13,15,1,1,0
13,14,0.05,0.95,0
3,14,1,2,0
3,14,1,1.57,0
15,13,0.867,0.133,0
14,15,0.95,0.05,0
12,3,11,1,0
5,15,1,1,0
3,14,1,1.96,0
10,16,15,16,0
3,14,1,2,0
7,3,2,1,0
3,15,1,2,0
3,13,1,2,0
3,14,1,2,0
14,16,32,64,0
5,14,1,1.82,0
3,9,1,2,0
5,16,2,5,0
7,14,1,1.736,0
14,16,64,128,0
5,16,51.6,64,0
1,11,1,1,0
13,4,2,1,0
1,14,1,1,0
2,12,1,11,0
14,3,2,1,0
3,14,1,1.8,0
3,14,1,1.72,0
3,14,1,1.7,0
3,14,1,1.71,0
3,14,1,1.73,0
14,16,1,2,0
8,13,1,1,0
3,1,1,2.5,0
15,1,1,3,0
1,17,1,1,0
12,17,1,2,0
13,1,20,16,0
1,15,1,7,0
1,14,2,2,0
10,14,1,2,0
12,17,1,2,0
1,14,2,2,0
1,16,2,1,0
2,17,1,2,0
14,16,1,2,0
1,14,1,1,0
2,15,3,2,0
2,17,1,2,0
12,17,1,2,0
1,14,4,4,0
1,14,4,4,0
1,14,4,4,0
1,14,4,4,0
1,14,4,4,0
11,12,3,1,0
1,14,1,1,0
1,14,1,1,0
10,14,16,32,0
9,14,1,4,0
1,14,8,8,0
12,15,3,2,0
12,15,3,2,0
1,14,1,1,0
1,14,1,1,0
1,14,1,1,0
1,14,1,1,0
1,14,1,1,0
1,14,1,1,0
1,14,1,1,0
1,14,1,1,0
1,14,1,1,0
1,14,1,1,0
1,14,1,1,0
9,14,1,4,0
9,14,1,3,0
10,13,1,2,0
15,17,7,10,0
1,15,1,7,0
6,15,2,1,0
3,16,3,8,0
8,17,1,3,0
14,17,60,3.83,0
2,14,2,1.1,0
2,14,2,1.1,0
14,15,3,4,0
6,13,1.83,9,0
11,15,10,3,0
10,14,25,9,0
11,12,1.5,1.5,0
15,10,2,1,0
10,4,1,1,0
11,13,7,3,0
13,11,3,10,0
14,10,9,25,0
11,13,6.48,2.52,0
4,10,1,1,0
14,1,3,1,0
13,6,40.392,7.396,0
10,15,15,2,0
9,3,2,3,0
7,14,0.83,0.11,0
3,16,7,12,0
16,16,4,9,0
3,10,3,2,0
9,16,3,8,0
3,16,7,12,0
6,16,3,4,0
6,16,2,3,0
1,16,2,1,0
13,5,41,8,0
3,10,3,4,0
6,17,1,3,0
15,17,1,3,0
10,17,1,3,0
7,15,6,13,0
6,17,1,6,0
15,17,1,3,0
15,17,1,3,0
9,16,3,8,0
1,16,2,1,0
8,17,1,3,0
3,17,7,12,0
13,17,1,3,0
3,17,1,3,0
5,17,1,3,0
4,17,1,3,0
4,17,6,12,0
4,17,1,3,0
16,16,5,1,0
6,16,6,8,0
6,17,1,6,0
4,17,6,12,0
4,17,6,12,0
3,16,7,12,0
14,17,60,26,0
9,16,2.915,8,0
8,16,0.925,1,0
8,16,1,1,0
7,15,12,26,0
6,16,6,8,0
10,17,1,2,0
9,16,2.32,6.74,0
9,16,3,8,0
6,16,3,4,0
10,16,20,7,0
6,16,2,3,0
9,16,7,20.2,0
8,17,1,3,0
10,17,1,3,0
6,16,1.89,3,0
3,17,1,3,0
10,15,20,7,0
6,17,6,18,0
13,2,30,23,0
13,10,1,1,0
11,2,2,3,0
11,2,2,3,0
3,10,3,2,0
10,4,4,3,0
10,3,4,3,0
10,17,1,3,0
6,17,6,17.742,0
3,11,3,4,0
3,9,3,2,0
2,11,3,2,0
3,11,3,2,0
2,10,3,2,0
2,10,3,2,0
3,16,3,5,0
3,10,3,4,0
3,10,3,2,0
3,10,3,4,0
3,10,3,4,0
3,10,3,4,0
3,10,3,4,0
3,10,3,4,0
3,10,3,2,0
8,6,3.2,2.1,0
8,6,3.3,2,0
6,13,8,41,0
3,10,3,4,0
3,10,3,4,0
3,10,3,2,0
3,10,3,4,0
3,10,3,4,0
9,16,3,8,0
9,16,3,8,0
3,10,3,4,0
3,10,3,2,0
3,10,3,4,0
3,10,3,4,0
3,10,3,4,0
7,14,44.1,8.9,0
7,14,45.2,7.8,0
7,4,44.2,8.8,0
6,16,3,4,0
3,10,3,4,0
3,10,3,2,0
3,10,3,4,0
3,9,3,2,0
3,16,3,5,0
3,16,3,5,0
3,10,3,4,0
10,3,4,3,0
3,10,3,4,0
10,3,4,3,0
3,10,3,4,0
3,10,3,4,0
3,10,3,2,0
3,10,3,4,0
3,10,3,4,0
3,10,3,2,0
3,9,3,2,0
3,10,3,4,0
2,10,3,2,0
3,10,3,4,0
3,10,3,4,0
3,10,3,4,0
3,9,3,2,0
3,17,1,3,0
14,16,60,120,0
14,16,1,2,0
4,16,1,0.1667,0
3,10,3,4,0
11,2,2,3,0
2,11,3,4,0
3,10,11,16,0
4,10,3,4,0
3,11,3,4,0
8,3,11,20,0
12,9,41,8,0
7,17,1,6,0
7,16,2,3,0
3,9,3,2,0
6,17,1,3,0
17,14,6,2,0
3,17,1,3,0
10,4,4,3,0
5,15,0.77,0.357,0
5,15,1,0.43,0
5,15,2,1,0
15,17,1,3,0
5,14,2,1,0
11,16,6,2,0
4,17,1,3,0
14,16,1,2,0
6,17,1,4,0
6,15,2,1,0
14,15,6,2.54,0
4,17,1,3,0
6,15,1,1,0
8,15,2,1,0
6,14,2,1,0
3,1,1,2.67,0
3,1,3,8,0
6,14,2,0.85,0
6,14,2,0.84,0
6,14,2,1,0
11,14,10,3,0
5,15,2,1,0
6,15,2,0.91,0
6,14,2,0.953,0
6,15,2,0.93,0
6,15,2,0.95,0
14,16,1,2,0
5,15,2,1,0
4,16,2,1,0
6,16,2,3,0
6,16,5,6,0
6,16,2,3,0
4,16,3,1,0
4,16,6,1,0
3,17,1,3,0
3,17,1,3,0
14,16,2,3,0
6,16,2.01,3,0
6,17,1,4,0
4,17,1,3,0
10,13,3,2,0
6,16,2,3,0
10,13,3,2,0
13,10,2,3,0
4,16,1,0.208,0
14,16,1,2,0
2,14,1,2,0
3,17,1,6,0
2,15,3,2,0
6,17,1,6,0
2,14,1,2,0
4,16,5.36,8,0
4,16,1,2,0
5,17,1,2,0
11,15,3,1,0
6,16,0.875,1,0
2,17,1,2,0
11,16,2,1,0
8,15,2,1,0
15,16,2,2,0
3,16,2,3,0
4,17,1,2,0
4,16,2,1,0
14,17,1,2,0
3,16,2,3,0
10,16,1,2,0
2,15,3,2,0
4,17,1,2,0
9,16,1,2,0
4,17,0.667,2,0
5,16,1.005,2,0
13,15,1,1,0
3,16,2,3,0
11,17,2,1,0
15,16,2,2,0
14,16,1,2,0
12,17,1,2,0
14,17,1,2,0
4,17,1.05,2,0
3,16,1,3,0
7,17,1,2,0
15,16,1,1,0
12,17,1,2,0
7,17,1,2,0
3,16,2,3,0
16,17,0.5,2,0
8,17,1,2,0
3,17,0.93,2,0
6,15,1,1,0
6,16,4.14,8,0
10,16,1,2,0
10,16,1,2,0
10,16,1,2,0
10,16,1,2,0
16,17,1,6,0
14,15,1,0.94,0
15,16,2,1,0
3,16,2,3,0
11,17,1,1,0
11,16,1,2,0
15,16,1.007,0.993,0
14,16,1,2,0
10,16,1.055,2,0
5,16,1,2,0
5,16,1,2,0
8,14,2,1,0
4,16,1.083,2,0
5,14,2,0.95,0
5,16,1.04,2,0
5,16,1.13,2,0
5,16,1.156,2,0
5,16,0.87,1,0
4,16,1.026,2,0
10,16,1,2,0
3,14,1,2,0
14,16,1,2,0
5,14,2,1,0
3,17,1,2,0
9,16,1.67,2,0
9,16,1.11,2,0
5,15,1,0.5,0
4,16,1,2,0
5,14,10,7,0
3,15,2,3,0
3,15,2,3,0
5,16,1,2,0
9,1,1,0.38,0
9,1,1,0.5,0
9,16,1,1.92,0
9,16,1,2,0
14,1,1,1,0
15,16,8,7,0
4,16,1,1.94,0
4,16,1,2,0
3,14,2,1,0
13,14,0.333,0.667,0
5,17,3,8,0
5,14,2,1,0
8,17,1,2,0
16,4,6,5,0
2,17,1,2,0
2,17,1,2,0
9,17,1,2,0
2,17,1,2,0
9,17,1,2,0
8,17,1,2,0
3,16,2,3,0
3,17,1,2,0
4,16,1,2,0
4,16,1,2,0
7,1,2,0.9,0
4,4,0.015,1,0
13,11,3,2,0
13,10,3,2,0
13,10,3,2,0
3,16,2,3,0
11,3,2,1,0
12,3,2,1,0
12,3,2,1,0
12,3,2,1,0
12,3,2,1,0
12,3,2,1,0
12,3,2,1,0
5,16,1,2,0
5,16,1,2,0
13,2,13,7,0
13,1,4.15,4.85,0
13,10,3,2,0
13,10,3,2,0
12,3,2,1,0
12,3,2,1,0
1,14,13,5,0
10,13,13,9,0
13,1,80,39,0
4,16,1,2,0
12,3,2,1,0
10,13,2,3,0
13,16,2,3,0
5,16,1,2,0
4,16,1,2,0
4,16,1,2,0
13,10,3,2,0
10,13,2,3,0
8,13,2,3,0
7,13,2,3,0
3,16,2,3,0
11,13,3,2,0
15,16,1,1,0
3,16,2,3,0
6,14,2,1,0
2,12,1,2,0
3,12,1,2,0
12,3,2,1,0
3,12,1,2,0
3,12,1,2,0
3,12,1,2,0
3,12,1,2,0
3,12,1,2,0
3,12,1,2,0
3,12,1,2,0
3,12,1,2,0
3,12,1,2,0
3,12,1,2,0
3,12,1,2,0
3,15,0.5,1,0
3,16,2,3,0
3,16,2,3,0
9,16,1,2,0
6,16,1,2,0
3,12,1,2,0
3,12,1,2,0
10,13,2,3,0
3,12,1,2,0
3,12,1,2,0
12,3,2,1,0
3,12,1,2,0
3,12,1,2,0
3,12,1,2,0
13,1,4,5,0
13,10,3,2,0
10,13,2,3,0
10,13,2,3,0
3,15,0.5,1,0
3,15,0.5,1,0
5,16,1,2,0
3,16,2,3,0
8,3,3,2,0
5,16,1.11,2,0
5,16,1.2,2,0
4,16,1,2,0
4,16,1.33,2,0
4,16,1.33,2,0
4,16,1.33,2,0
3,16,2,3,0
15,2,2,3,0
13,10,3,2,0
2,13,7,13,0
3,14,1,2.83,0
4,6,0.95,0.05,0
5,16,1,1.97,0
13,17,1,3,0
11,14,3.17,1,0
3,16,2,3,0
2,15,3,2,0
11,12,0.5,0.5,0
15,16,2,3,0
9,16,1,2,0
5,17,1,2,0
5,17,1,2,0
1,12,2,7,0
1,12,2,7,0
2,14,1,2,0
2,10,2,3,0
2,10,2,3,0
15,16,2,1,0
6,17,1,6,0
2,14,1,2,0
3,10,1,3,0
5,16,1,2,0
1,13,9.95,5.05,0
5,14,2,1,0
5,16,1.1,2,0
5,16,1.14,2,0
5,16,1.17,2,0
13,16,2,1,0
3,16,2,3,0
3,16,2,3,0
3,16,2,3,0
3,16,2,3,0
3,16,2,3,0
3,16,2,3,0
3,16,2,3,0
3,16,2,3,0
7,4,1,2,0
5,15,2,3,0
2,15,3,2,0
10,13,2,3,0
2,14,1,2,0
3,16,1,2,0
14,15,1,2,0
4,15,1,2,0
2,15,3,2,0
15,16,2,3,0
2,14,1,2,0
3,1,1,2,0
9,13,1,3,0
7,13,1,3,0
6,14,2,1,0
6,14,2,1,0
1,16,1,3,0
3,1,1,3,0
11,15,3,1,0
3,1,1,3,0
3,17,1,3,0
3,17,1,3,0
11,15,3,1,0
3,17,1,2.94,0
3,17,1,3,0
3,17,1,3,0
1,16,1,3,0
3,1,1,3,0
3,1,1,3,0
3,1,1,3,0
11,2,1,3,0
10,15,5,2,0
3,1,1,3,0
1,15,3,1,0
3,1,1,3,0
3,1,1,3,0
3,1,1,3,0
3,1,1,3,0
3,1,1,3,0
3,1,1,3,0
3,1,1,3,0
3,1,1,3,0
3,1,1,3,0
3,17,1,3,0
3,17,1,3,0
3,1,1,3,0
3,1,1,3,0
3,1,1,3,0
6,17,1,6,0
3,17,1,3,0
3,17,1,3,0
1,15,3,1,0
8,14,3,2,0
13,14,13,2,0
11,13,4.14,103.92,0
3,17,1,1,0
1,15,1,3,0
4,17,1,1,0
4,16,1,1.71,0
3,13,1,27.76,0
3,8,1,2,0
4,10,1,3,0
1,13,3,2,0
1,13,5,2,0
10,17,1,2,0
7,17,3,9,0
3,15,3,4,0
14,15,4,3,0
4,16,7.5,12,0
2,14,1,2,0
15,14,3,4,0
9,17,1,2,0
13,16,2,1,0
6,13,7.55,309.91,0
14,15,1,3,0
14,15,1,3,0
13,16,2,3,0
15,16,2,3,0
8,17,1,2,0
15,16,2,3,0
13,14,13.777,1.484,0
8,13,1.062,51.678,0
4,17,1,1,0
3,12,2,17,0
15,16,4,3,0
15,16,2,3,0
15,16,3,4,0
11,16,6,4.5,0
10,17,1,2,0
10,17,1,2,0
2,15,2,1,0
3,14,2,1,0
3,8,2,17,0
3,9,2,17,0
3,17,1,1,0
2,15,2,1,0
4,15,3,2,0
4,15,4,3,0
13,15,13,2,0
3,16,2,3,0
14,17,1,2,0
6,13,1,2.5,0
9,5,3,1,0
8,16,0.974,1,0
5,16,1,2,0
5,16,1,2,0
14,15,4,2.65,0
14,15,3.8,3,0
5,17,3,8,0
5,17,3,8,0
12,17,1,2,0
11,13,2.34,105,0
13,14,305.51,8.443,0
4,16,3.75,6,0
11,17,1,1,0
6,15,7.08,6,0
1,16,2,1,0
13,14,31,11,0
10,17,1,2,0
4,17,1,3,0
14,13,1,4,0
13,14,4,1,0
2,17,1,2,0
8,16,0.942,1,0
6,13,2,5,0
4,14,8,5,0
3,17,1,1,0
3,17,1,1,0
3,17,1,1,0
4,13,1,51,0
12,17,1,2,0
6,15,1,2,0
3,17,1,1,0
13,15,1,3,0
15,16,4,3,0
7,17,1,2,0
1,13,1,7,0
6,13,2,4,0
7,17,1,3,0
13,14,11.15,2.85,0
13,15,12,2,0
13,15,12,2,0
13,14,6.5,1,0
12,13,1,25.65,0
3,15,1,1,0
2,13,5,9,0
13,3,315.6,3.95,0
13,3,311.9,4.88,0
13,4,310.2,6.22,0
1,14,8,3,0
10,16,2,3,0
10,16,3,4,0
13,14,11.72,3.28,0
13,13,1,31,0
7,17,1,2,0
13,14,4,3,0
15,16,2,3,0
13,15,6,1,0
13,16,6,1,0
13,16,6,0.76,0
13,16,12,0.94,0
1,13,1,12.93,0
10,16,1,2,0
13,16,6,0.787,0
13,16,6,0.831,0
13,16,6,0.839,0
13,17,9,9,0
13,17,9,9,0
6,13,2,4.026,0
6,13,2,4.027,0
14,16,1,2,0
4,16,2,3,0
1,13,3,2,0
4,16,0.75,1,0
4,16,5.5,7,0
4,15,3,1.29,0
4,16,8.2,11,0
13,17,4,7,0
1,12,3,1,0
12,17,1,2,0
13,16,1,1,0
6,13,1,2,0
4,15,4,2.333,0
13,5,51.74,0.8,0
13,5,52.23,0.316,0
5,15,3,2,0
11,13,0.93,25.98,0
15,15,1,1,0
5,14,4,2.66,0
3,14,2,1,0
5,16,1.2,2,0
10,16,1,1,0
8,16,3,4,0
13,16,3,4,0
1,14,2.35,1,0
1,14,2.24,1,0
10,16,1,1,0
14,15,4.008,2.92,0
3,14,2,1,0
15,16,8,9,0
8,16,3,4,0
3,17,1.126,2,0
4,16,0.9,1,0
14,15,1,1,0
12,17,1,2,0
2,14,1,2,0
3,15,1,1,0
11,16,9,5,0
14,16,1,1,0
9,16,1,3,0
13,1,2,3,0
13,3,3,1,0
4,14,1,0.59,0
12,17,1,2,0
3,8,2,17,0
13,7,1,1,0
13,3,3,1,0
13,3,3,1,0
2,2,2,17,0
2,14,1,3,0
2,5,3,1,0
2,5,17,2,0
2,4,17,2,0
15,7,1,3,0
3,9,5,19,0
9,3,3,1,0
9,3,7,2,0
3,16,1.37,2,0
4,16,1,1,0
13,3,3,1,0
9,3,7,2,0
9,3,3,1,0
9,6,7,6,0
9,5,7,6,0
9,3,17,2,0
9,3,2,1,0
9,6,7,6,0
9,3,3,1,0
1,13,1,7,0
8,3,3,1,0
8,3,17,2,0
8,3,3,1,0
8,5,6.8,6.2,0
8,3,17,2,0
8,3,7,1,0
8,3,17,2,0
8,3,3,1,0
8,3,3,1,0
8,6,7,6,0
13,1,14,3,0
13,1,13,7,0
13,3,3,1,0
3,10,1,3,0
3,10,2,7,0
3,12,2,17,0
9,3,17,2,0
3,12,2,17,0
3,12,2,17,0
3,12,2,17,0
3,12,2,17,0
3,12,2,17,0
3,12,2,17,0
3,12,2,17,0
3,12,2,17,0
3,12,2,17,0
3,12,2,17,0
12,13,1,1,0
1,14,1,1,0
1,14,5,2,0
1,14,5,2,0
10,3,3,1,0
10,4,2,1,0
10,3,3,1,0
3,12,2,17,0
3,12,2,17,0
3,12,2,17,0
10,16,1,1,0
3,12,2,17,0
3,9,1,3,0
15,16,8,9,0
3,8,2,17,0
9,3,5,1,0
8,3,17,2,0
15,2,1,2,0
2,14,1,3,0
2,15,2,1,0
3,9,2,7,0
15,16,0.7,0.3,0
15,16,1,1,0
15,16,1,1,0
8,3,3,1,0
3,8,1,3,0
3,13,1,3,0
9,3,3,1,0
3,8,2,17,0
3,9,2,17,0
3,9,2,17,0
3,9,2,17,0
3,9,2,17,0
3,9,2,17,0
15,15,1,1,0
9,3,3,1,0
9,3,3,1,0
9,3,3,1,0
3,8,2,17,0
3,8,2,17,0
3,9,2,17,0
3,13,1,3,0
3,13,1,3,0
3,13,1,3,0
3,13,1,3,0
3,13,1,3,0
3,13,1,3,0
3,13,1,3,0
14,15,4,3,0
13,14,38.22,6,0
6,13,2,5,0
13,15,6,1,0
14,13,3,12,0
4,2,2,17,0
5,2,2,17,0
2,5,3,1,0
4,2,2,17,0
2,4,3,1,0
14,15,0.05,0.95,0
5,14,4,3,0
5,14,4,3,0
5,14,4,3,0
2,10,2,7,0
2,10,1,3,0
3,9,2,17,0
3,9,1,3,0
3,9,2,7,0
3,8,2.33,16.34,0
3,8,2.33,16.33,0
3,8,1.125,8.25,0
3,9,2,7,0
3,9,2,7,0
3,9,2,7,0
3,9,2,17,0
3,9,2,7,0
9,3,3,1,0
3,9,2,7,0
5,9,7,6,0
9,3,19,5,0
3,9,2,7,0
3,9,5,19,0
9,3,19,5,0
3,9,2,7,0
9,3,3,1,0
3,9,5,19,0
9,3,3,1,0
3,9,2,7,0
9,3,3,1,0
9,3,19,5,0
3,9,5,19,0
5,9,7,6,0
3,9,2,17,0
3,9,2,7,0
3,9,2,7,0
9,3,3,1,0
3,9,1,3,0
9,3,17,2,0
9,3,3,1,0
3,9,2,7,0
9,3,3,1,0
3,9,1.5,7.5,0
9,6,7.81,5.19,0
3,9,2,7,0
9,3,3,1,0
6,13,13,13,0
3,8,1,3,0
3,13,1,3,0
3,10,2,7,0
3,10,1,3,0
3,10,1,3,0
3,10,2,7,0
8,13,7,6,0
8,13,14,12,0
3,8,2.33,16.33,0
8,6,7,6,0
8,5,6.5,6.5,0
8,5,7,6,0
3,8,1,7,0
3,8,2.33,16.33,0
3,8,2.33,16.33,0
3,8,1,7,0
3,8,1,7,0
3,8,2.33,16.33,0
8,3,17,2,0
8,5,7,6,0
8,5,6,7,0
3,8,2,17,0
8,3,2,1,0
8,3,17,2,0
3,8,1,3,0
8,3,7,2,0
8,3,3,1,0
8,3,3,1,0
3,8,2,17,0
13,1,7,2,0
1,13,3,14,0
13,15,1,1,0
3,9,1,3,0
3,3,0.5,0.5,0
16,14,1,1,0
3,10,1,3,0
3,10,2,7,0
13,16,2,3,0
9,3,3,1,0
3,9,2,7,0
9,3,7,2,0
9,3,3,1,0
9,3,3,1,0
3,10,1,3,0
3,10,2,7,0
3,9,1,3,0
3,9,2,7,0
7,14,6,7,0
5,10,7,6,0
5,12,6,7,0
5,12,5.19,7.81,0
3,10,2,7,0
3,10,1,3,0
10,3,7,2,0
10,3,3,1,0
10,3,3,1,0
10,3,7,2,0
10,5,6.5,6.5,0
10,3,7,2,0
10,3,3,1,0
10,3,7,2,0
10,3,3,1,0
10,3,7,2,0
3,10,2,7,0
10,3,3,1,0
3,10,2,7,0
3,12,2,17,0
3,16,2.055,3,0
4,16,7,12,0
13,16,1,1,0
5,16,1,2,0
4,16,1,1,0
3,16,1.5,2,0
4,16,2,3,0
4,16,1.5,2,0
5,12,6,7,0
4,16,3,1,0
13,15,6,0.79,0
13,2,9,5,0
9,3,7,2,0
9,3,7,2,0
13,16,2,3,0
8,3,9,16,0
9,3,7,2,0
9,5,6.3,6.7,0
3,9,1,3,0
2,13,7,10,0
5,15,0.84,1,0
6,15,1.18,1,0
11,15,0.4,0.6,0
3,14,2,1,0
1,16,2,1,0
2,4,17,2,0
13,2,1,3,0
11,10,1,1,0
13,16,12,1,0
13,12,0.71,0.29,0
1,13,21.33,39.67,0
3,8,16,9,0
15,16,8,3,0
15,16,48,9,0
3,9,1,2,0
15,14,1,1,0
3,9,1,3,0
14,15,3,4,0
5,14,4,2.667,0
13,15,13,2,0
9,3,17,2,0
3,8,1,3,0
13,8,13,13,0
13,6,13,13,0
10,16,0.96,1,0
10,16,0.98,1,0
10,16,1,0.81,0
10,16,1,0.97,0
10,16,1,0.96,0
3,9,1,3,0
3,9,1.39,4.04,0
3,9,0.93,2.69,0
3,10,5,19,0
3,10,5,19,0
3,10,2,7,0
2,14,1,2,0
13,16,6,0.62,0
3,8,2,17,0
2,13,2,25,0
2,13,17.54,305.6,0
1,13,1,10,0
1,13,1,10.3,0
3,13,1,3,0
15,13,1.94,12,0
15,13,1.93,12,0
15,13,1.8,12,0
7,17,1,3,0
15,16,2.17,0.83,0
3,12,2,17.45,0
13,2,25,2,0
14,13,1.99,12.88,0
15,15,0.92,0.08,0
15,15,0.9,0.1,0
15,15,0.88,0.12,0
15,15,0.86,0.14,0
15,15,0.84,0.16,0
15,15,0.8,0.2,0
1,14,5,2,0
3,10,1,3,0
15,9,4,1,0
5,16,1.08,2,0
3,9,1,3,0
15,16,3,4.46,0
15,16,3,4.5,0
13,13,1,44.8,0
6,16,1,2,0
2,17,1,2,0
6,13,1,3,0
9,3,1,1,0
2,16,1,1,0
10,5,7,6,0
6,5,7,6,0
8,14,1,1,0
2,17,2,4,0
2,14,1,2,0
2,14,1,2,0
6,13,1,4,0
1,14,8,34,0
14,1,1,6,0
14,1,3,8,0
5,10,11,6,0
5,14,7,6,0
5,14,11,2,0
5,14,5,8,0
1,15,6,1,0
8,14,2,1,0
6,15,3,2,0
1,17,2,1,0
4,16,1.9,3,0
4,16,1.904,3,0
4,16,1.85,3,0
4,16,1.86,3,0
4,16,1.886,3,0
4,16,1.878,3,0
4,16,1.87,3,0
4,16,2,3,0
13,16,2,3,0
13,1,1,3,0
13,1,1,3,0
13,16,2,3,0
8,17,1,3,0
9,17,1,3,0
8,17,1,3,0
9,17,1,3,0
10,17,1,3,0
9,17,1,3,0
10,14,3,1,0
13,16,2,3,0
1,16,2,1,0
8,16,2,3,0
13,17,1,3,0
13,17,1,3,0
4,16,1,1.49,0
4,16,1,1.51,0
6,17,1,3,0
6,17,1,3,0
3,16,2,3,0
16,16,1,3,0
4,16,3,1,0
13,16,2,3,0
15,16,4,9,0
5,16,2,3,0
6,16,2,3,0
9,16,2,3,0
3,17,1,3,0
