Table No.,ICSD No.,Space Group,Struct.formula,,元素1,元素1数,族1,周期1,,元素2,元素2数,族2,周期2,晶系,,
220,647340,I -4 3 d,Rb2 O3,Rb2,Rb,2,1,5,O3,O,3,16,2,Cubic,,
220,647902,I -4 3 d,Pa3 P4,Pa3,Pa,3,3,7,P4,P,4,15,3,Cubic,,
220,648174,I -4 3 d,Sr3 P2,Sr3,Sr,3,2,5,P2,P,2,15,3,Cubic,,
220,648219,I -4 3 d,Ti4 P3,Ti4,Ti,4,4,4,P3,P,3,15,3,Cubic,,
220,649249,I -4 3 d,Pr3 S4,Pr3,Pr,3,3,6,S4,S,4,16,3,Cubic,,
220,649308,I -4 3 d,Pr4 Sb3,Pr4,Pr,4,3,6,Sb3,Sb,3,15,5,Cubic,,
220,649323,I -4 3 d,Pr3 Se4,Pr3,Pr,3,3,6,Se4,Se,4,16,4,Cubic,,
220,649324,I -4 3 d,Pr2.67 Se4,Pr2.67,Pr,2.67,3,6,Se4,Se,4,16,4,Cubic,,
220,649325,I -4 3 d,Pr2.667 Se4,Pr2.667,Pr,2.667,3,6,Se4,Se,4,16,4,Cubic,,
220,649407,I -4 3 d,Pr2.667 Te4,Pr2.667,Pr,2.667,3,6,Te4,Te,4,16,5,Cubic,,
220,649411,I -4 3 d,Pr3 Te4,Pr3,Pr,3,3,6,Te4,Te,4,16,5,Cubic,,
220,649925,I -4 3 d,Pu2.667 S4,Pu2.667,Pu,2.667,3,7,S4,S,4,16,3,Cubic,,
220,649952,I -4 3 d,Pu2.667 Se4,Pu2.667,Pu,2.667,3,7,Se4,Se,4,16,4,Cubic,,
220,649987,I -4 3 d,Pu2.667 Te4,Pu2.667,Pu,2.667,3,7,Te4,Te,4,16,5,Cubic,,
220,650776,I -4 3 d,Ru1.88 Y2.79,Ru1.88,Ru,1.88,8,5,Y2.79,Y,2.79,3,5,Cubic,,
220,650920,I -4 3 d,Sm2.67 S4,Sm2.67,Sm,2.67,3,6,S4,S,4,16,3,Cubic,,
220,651122,I -4 3 d,Tb2.667 S4,Tb2.667,Tb,2.667,3,6,S4,S,4,16,3,Cubic,,
220,651277,I -4 3 d,Tm2.667 S4,Tm2.667,Tm,2.667,3,6,S4,S,4,16,3,Cubic,,
220,651402,I -4 3 d,Y2.667 S4,Y2.667,Y,2.667,3,5,S4,S,4,16,3,Cubic,,
220,651421,I -4 3 d,Yb2.667 S4,Yb2.667,Yb,2.667,3,6,S4,S,4,16,3,Cubic,,
220,651550,I -4 3 d,Sm4 Sb3,Sm4,Sm,4,3,6,Sb3,Sb,3,15,5,Cubic,,
220,651698,I -4 3 d,U3 Sb4,U3,U,3,3,7,Sb4,Sb,4,15,5,Cubic,,
220,651736,I -4 3 d,Y4 Sb3,Y4,Y,4,3,5,Sb3,Sb,3,15,5,Cubic,,
220,651872,I -4 3 d,Sm3 Se4,Sm3,Sm,3,3,6,Se4,Se,4,16,4,Cubic,,
220,651873,I -4 3 d,Sm2.67 Se4,Sm2.67,Sm,2.67,3,6,Se4,Se,4,16,4,Cubic,,
220,651874,I -4 3 d,Sm2.667 Se4,Sm2.667,Sm,2.667,3,6,Se4,Se,4,16,4,Cubic,,
220,651980,I -4 3 d,Tb2.667 Se4,Tb2.667,Tb,2.667,3,6,Se4,Se,4,16,4,Cubic,,
220,651982,I -4 3 d,Tb3 Se4,Tb3,Tb,3,3,6,Se4,Se,4,16,4,Cubic,,
220,652080,I -4 3 d,Tm2.667 Se4,Tm2.667,Tm,2.667,3,6,Se4,Se,4,16,4,Cubic,,
220,652181,I -4 3 d,Y2.667 Se4,Y2.667,Y,2.667,3,5,Se4,Se,4,16,4,Cubic,,
220,652200,I -4 3 d,Yb2.667 Se4,Yb2.667,Yb,2.667,3,6,Se4,Se,4,16,4,Cubic,,
220,652647,I -4 3 d,Sm4 Sn3,Sm4,Sm,4,3,6,Sn3,Sn,3,14,5,Cubic,,
220,652658,I -4 3 d,Sm3 Te4,Sm3,Sm,3,3,6,Te4,Te,4,16,5,Cubic,,
220,652675,I -4 3 d,Sm2.667 Te4,Sm2.667,Sm,2.667,3,6,Te4,Te,4,16,5,Cubic,,
220,150470,I -4 3 d,Sb4 U3,Sb4,Sb,4,15,5,U3,U,3,3,7,Cubic,,
220,150973,I -4 3 d,Li15 Au4,Li15,Li,15,1,2,Au4,Au,4,11,6,Cubic,,
220,191303,I -4 3 d,In2.667 S4,In2.667,In,2.667,13,5,S4,S,4,16,3,Cubic,,
220,246852,I -4 3 d,U4 O8.94,U4,U,4,3,7,O8.94,O,8.94,16,2,Cubic,,
220,55498,I -4 3 d,U2.25 Te3.32,U2.25,U,2.25,3,7,Te3.32,Te,3.32,16,5,Cubic,,
220,421950,I -4 3 d,Ca16 N10.56,Ca16,Ca,16,2,4,N10.56,N,10.56,15,2,Cubic,,
220,427458,I -4 3 d,Rb4 O6,Rb4,Rb,4,1,5,O6,O,6,16,2,Cubic,,
220,237944,I -4 3 d,Li15 Si4,Li15,Li,15,1,2,Si4,Si,4,14,3,Cubic,,
220,429734,I -4 3 d,Ba4 P2.67,Ba4,Ba,4,2,6,P2.67,P,2.67,15,3,Cubic,,
